"Notes","Census Division","Census Division Code","Year","Year Code","Age of Mother","Age of Mother Code",Births
,"Division 2: Middle Atlantic","CENS-D2","2008","2008","20-24 years","20-24",104213
,"Division 2: Middle Atlantic","CENS-D2","2008","2008","25-29 years","25-29",137983
,"Division 2: Middle Atlantic","CENS-D2","2008","2008","30-34 years","30-34",135273
,"Division 2: Middle Atlantic","CENS-D2","2008","2008","35-39 years","35-39",77108
,"Division 2: Middle Atlantic","CENS-D2","2008","2008","40-44 years","40-44",17929
,"Division 2: Middle Atlantic","CENS-D2","2008","2008","45-49 years","45-49",1282
,"Division 2: Middle Atlantic","CENS-D2","2008","2008","50 years and over","50+",86
,"Division 2: Middle Atlantic","CENS-D2","2009","2009","Under 15 years","15",419
,"Division 2: Middle Atlantic","CENS-D2","2009","2009","15-19 years","15-19",35564
,"Division 2: Middle Atlantic","CENS-D2","2009","2009","20-24 years","20-24",101257
,"Division 2: Middle Atlantic","CENS-D2","2009","2009","25-29 years","25-29",136606
,"Division 2: Middle Atlantic","CENS-D2","2009","2009","30-34 years","30-34",137163
,"Division 2: Middle Atlantic","CENS-D2","2009","2009","35-39 years","35-39",74279
,"Division 2: Middle Atlantic","CENS-D2","2009","2009","40-44 years","40-44",18130
,"Division 2: Middle Atlantic","CENS-D2","2009","2009","45-49 years","45-49",1348
,"Division 2: Middle Atlantic","CENS-D2","2009","2009","50 years and over","50+",109
,"Division 2: Middle Atlantic","CENS-D2","2010","2010","Under 15 years","15",414
,"Division 2: Middle Atlantic","CENS-D2","2010","2010","15-19 years","15-19",32878
,"Division 2: Middle Atlantic","CENS-D2","2010","2010","20-24 years","20-24",97755
,"Division 2: Middle Atlantic","CENS-D2","2010","2010","25-29 years","25-29",133078
,"Division 2: Middle Atlantic","CENS-D2","2010","2010","30-34 years","30-34",137934
,"Division 2: Middle Atlantic","CENS-D2","2010","2010","35-39 years","35-39",73080
,"Division 2: Middle Atlantic","CENS-D2","2010","2010","40-44 years","40-44",18002
,"Division 2: Middle Atlantic","CENS-D2","2010","2010","45-49 years","45-49",1361
,"Division 2: Middle Atlantic","CENS-D2","2010","2010","50 years and over","50+",116
,"Division 2: Middle Atlantic","CENS-D2","2011","2011","Under 15 years","15",391
,"Division 2: Middle Atlantic","CENS-D2","2011","2011","15-19 years","15-19",29892
,"Division 2: Middle Atlantic","CENS-D2","2011","2011","20-24 years","20-24",95105
,"Division 2: Middle Atlantic","CENS-D2","2011","2011","25-29 years","25-29",133384
,"Division 2: Middle Atlantic","CENS-D2","2011","2011","30-34 years","30-34",139610
,"Division 2: Middle Atlantic","CENS-D2","2011","2011","35-39 years","35-39",72532
,"Division 2: Middle Atlantic","CENS-D2","2011","2011","40-44 years","40-44",17975
,"Division 2: Middle Atlantic","CENS-D2","2011","2011","45-49 years","45-49",1357
,"Division 2: Middle Atlantic","CENS-D2","2011","2011","50 years and over","50+",127
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","Under 15 years","15",377
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","15-19 years","15-19",27413
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","20-24 years","20-24",93576
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","25-29 years","25-29",131604
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","30-34 years","30-34",141799
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","35-39 years","35-39",73231
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","40-44 years","40-44",18217
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","45-49 years","45-49",1320
,"Division 2: Middle Atlantic","CENS-D2","2012","2012","50 years and over","50+",123
,"Division 2: Middle Atlantic","CENS-D2","2013","2013","Under 15 years","15",266
,"Division 2: Middle Atlantic","CENS-D2","2013","2013","15-19 years","15-19",23973
,"Division 2: Middle Atlantic","CENS-D2","2013","2013","20-24 years","20-24",89532
,"Division 2: Middle Atlantic","CENS-D2","2013","2013","25-29 years","25-29",129671
,"Division 2: Middle Atlantic","CENS-D2","2013","2013","30-34 years","30-34",143458
,"Division 2: Middle Atlantic","CENS-D2","2013","2013","35-39 years","35-39",74319
,"Division 2: Middle Atlantic","CENS-D2","2013","2013","40-44 years","40-44",17722
,"Division 2: Middle Atlantic","CENS-D2","2013","2013","45-49 years","45-49",1400
,"Division 2: Middle Atlantic","CENS-D2","2013","2013","50 years and over","50+",135
,"Division 2: Middle Atlantic","CENS-D2","2014","2014","Under 15 years","15",248
,"Division 2: Middle Atlantic","CENS-D2","2014","2014","15-19 years","15-19",21524
,"Division 2: Middle Atlantic","CENS-D2","2014","2014","20-24 years","20-24",86658
,"Division 2: Middle Atlantic","CENS-D2","2014","2014","25-29 years","25-29",131987
,"Division 2: Middle Atlantic","CENS-D2","2014","2014","30-34 years","30-34",147801
,"Division 2: Middle Atlantic","CENS-D2","2014","2014","35-39 years","35-39",76958
,"Division 2: Middle Atlantic","CENS-D2","2014","2014","40-44 years","40-44",17658
,"Division 2: Middle Atlantic","CENS-D2","2014","2014","45-49 years","45-49",1375
,"Division 2: Middle Atlantic","CENS-D2","2014","2014","50 years and over","50+",137
,"Division 2: Middle Atlantic","CENS-D2","2015","2015","Under 15 years","15",196
,"Division 2: Middle Atlantic","CENS-D2","2015","2015","15-19 years","15-19",19553
,"Division 2: Middle Atlantic","CENS-D2","2015","2015","20-24 years","20-24",82960
,"Division 2: Middle Atlantic","CENS-D2","2015","2015","25-29 years","25-29",131203
,"Division 2: Middle Atlantic","CENS-D2","2015","2015","30-34 years","30-34",148333
,"Division 2: Middle Atlantic","CENS-D2","2015","2015","35-39 years","35-39",79625
,"Division 2: Middle Atlantic","CENS-D2","2015","2015","40-44 years","40-44",17998
,"Division 2: Middle Atlantic","CENS-D2","2015","2015","45-49 years","45-49",1430
,"Division 2: Middle Atlantic","CENS-D2","2015","2015","50 years and over","50+",150
,"Division 2: Middle Atlantic","CENS-D2","2016","2016","Under 15 years","15",180
,"Division 2: Middle Atlantic","CENS-D2","2016","2016","15-19 years","15-19",17448
,"Division 2: Middle Atlantic","CENS-D2","2016","2016","20-24 years","20-24",78076
,"Division 2: Middle Atlantic","CENS-D2","2016","2016","25-29 years","25-29",130259
,"Division 2: Middle Atlantic","CENS-D2","2016","2016","30-34 years","30-34",149458
,"Division 2: Middle Atlantic","CENS-D2","2016","2016","35-39 years","35-39",81473
,"Division 2: Middle Atlantic","CENS-D2","2016","2016","40-44 years","40-44",17797
,"Division 2: Middle Atlantic","CENS-D2","2016","2016","45-49 years","45-49",1515
,"Division 2: Middle Atlantic","CENS-D2","2016","2016","50 years and over","50+",133
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","Under 15 years","15",152
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","15-19 years","15-19",16216
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","20-24 years","20-24",74343
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","25-29 years","25-29",126883
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","30-34 years","30-34",147815
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","35-39 years","35-39",83033
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","40-44 years","40-44",18569
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","45-49 years","45-49",1535
,"Division 2: Middle Atlantic","CENS-D2","2017","2017","50 years and over","50+",186
,"Division 2: Middle Atlantic","CENS-D2","2018","2018","Under 15 years","15",143
,"Division 2: Middle Atlantic","CENS-D2","2018","2018","15-19 years","15-19",15260
,"Division 2: Middle Atlantic","CENS-D2","2018","2018","20-24 years","20-24",70658
,"Division 2: Middle Atlantic","CENS-D2","2018","2018","25-29 years","25-29",122757
,"Division 2: Middle Atlantic","CENS-D2","2018","2018","30-34 years","30-34",148690
,"Division 2: Middle Atlantic","CENS-D2","2018","2018","35-39 years","35-39",84821
,"Division 2: Middle Atlantic","CENS-D2","2018","2018","40-44 years","40-44",19063
,"Division 2: Middle Atlantic","CENS-D2","2018","2018","45-49 years","45-49",1539
,"Division 2: Middle Atlantic","CENS-D2","2018","2018","50 years and over","50+",203
,"Division 2: Middle Atlantic","CENS-D2","2019","2019","Under 15 years","15",147
,"Division 2: Middle Atlantic","CENS-D2","2019","2019","15-19 years","15-19",14567
,"Division 2: Middle Atlantic","CENS-D2","2019","2019","20-24 years","20-24",67970
,"Division 2: Middle Atlantic","CENS-D2","2019","2019","25-29 years","25-29",119348
,"Division 2: Middle Atlantic","CENS-D2","2019","2019","30-34 years","30-34",147816
,"Division 2: Middle Atlantic","CENS-D2","2019","2019","35-39 years","35-39",84596
,"Division 2: Middle Atlantic","CENS-D2","2019","2019","40-44 years","40-44",19215
,"Division 2: Middle Atlantic","CENS-D2","2019","2019","45-49 years","45-49",1491
,"Division 2: Middle Atlantic","CENS-D2","2019","2019","50 years and over","50+",204
,"Division 2: Middle Atlantic","CENS-D2","2020","2020","Under 15 years","15",166
,"Division 2: Middle Atlantic","CENS-D2","2020","2020","15-19 years","15-19",13026
,"Division 2: Middle Atlantic","CENS-D2","2020","2020","20-24 years","20-24",63818
,"Division 2: Middle Atlantic","CENS-D2","2020","2020","25-29 years","25-29",111515
,"Division 2: Middle Atlantic","CENS-D2","2020","2020","30-34 years","30-34",144903
,"Division 2: Middle Atlantic","CENS-D2","2020","2020","35-39 years","35-39",83653
,"Division 2: Middle Atlantic","CENS-D2","2020","2020","40-44 years","40-44",19266
,"Division 2: Middle Atlantic","CENS-D2","2020","2020","45-49 years","45-49",1448
,"Division 2: Middle Atlantic","CENS-D2","2020","2020","50 years and over","50+",190
,"Division 2: Middle Atlantic","CENS-D2","2021","2021","Under 15 years","15",151
,"Division 2: Middle Atlantic","CENS-D2","2021","2021","15-19 years","15-19",12269
,"Division 2: Middle Atlantic","CENS-D2","2021","2021","20-24 years","20-24",61341
,"Division 2: Middle Atlantic","CENS-D2","2021","2021","25-29 years","25-29",109956
,"Division 2: Middle Atlantic","CENS-D2","2021","2021","30-34 years","30-34",150853
,"Division 2: Middle Atlantic","CENS-D2","2021","2021","35-39 years","35-39",88496
,"Division 2: Middle Atlantic","CENS-D2","2021","2021","40-44 years","40-44",20134
,"Division 2: Middle Atlantic","CENS-D2","2021","2021","45-49 years","45-49",1450
,"Division 2: Middle Atlantic","CENS-D2","2021","2021","50 years and over","50+",211
,"Division 2: Middle Atlantic","CENS-D2","2022","2022","Under 15 years","15",152
,"Division 2: Middle Atlantic","CENS-D2","2022","2022","15-19 years","15-19",11671
,"Division 2: Middle Atlantic","CENS-D2","2022","2022","20-24 years","20-24",60476
,"Division 2: Middle Atlantic","CENS-D2","2022","2022","25-29 years","25-29",107408
,"Division 2: Middle Atlantic","CENS-D2","2022","2022","30-34 years","30-34",148090
,"Division 2: Middle Atlantic","CENS-D2","2022","2022","35-39 years","35-39",90084
,"Division 2: Middle Atlantic","CENS-D2","2022","2022","40-44 years","40-44",21178
,"Division 2: Middle Atlantic","CENS-D2","2022","2022","45-49 years","45-49",1602
,"Division 2: Middle Atlantic","CENS-D2","2022","2022","50 years and over","50+",258
,"Division 2: Middle Atlantic","CENS-D2","2023","2023","Under 15 years","15",166
,"Division 2: Middle Atlantic","CENS-D2","2023","2023","15-19 years","15-19",11230
,"Division 2: Middle Atlantic","CENS-D2","2023","2023","20-24 years","20-24",59028
,"Division 2: Middle Atlantic","CENS-D2","2023","2023","25-29 years","25-29",104214
,"Division 2: Middle Atlantic","CENS-D2","2023","2023","30-34 years","30-34",144585
,"Division 2: Middle Atlantic","CENS-D2","2023","2023","35-39 years","35-39",89114
,"Division 2: Middle Atlantic","CENS-D2","2023","2023","40-44 years","40-44",21357
,"Division 2: Middle Atlantic","CENS-D2","2023","2023","45-49 years","45-49",1636
,"Division 2: Middle Atlantic","CENS-D2","2023","2023","50 years and over","50+",234
,"Division 3: East North Central","CENS-D3","2007","2007","Under 15 years","15",861
,"Division 3: East North Central","CENS-D3","2007","2007","15-19 years","15-19",63139
,"Division 3: East North Central","CENS-D3","2007","2007","20-24 years","20-24",152830
,"Division 3: East North Central","CENS-D3","2007","2007","25-29 years","25-29",181229
,"Division 3: East North Central","CENS-D3","2007","2007","30-34 years","30-34",139856
,"Division 3: East North Central","CENS-D3","2007","2007","35-39 years","35-39",67655
,"Division 3: East North Central","CENS-D3","2007","2007","40-44 years","40-44",13207
,"Division 3: East North Central","CENS-D3","2007","2007","45-49 years","45-49",810
,"Division 3: East North Central","CENS-D3","2007","2007","50 years and over","50+",37
,"Division 3: East North Central","CENS-D3","2008","2008","Under 15 years","15",789
,"Division 3: East North Central","CENS-D3","2008","2008","15-19 years","15-19",61247
,"Division 3: East North Central","CENS-D3","2008","2008","20-24 years","20-24",149151
,"Division 3: East North Central","CENS-D3","2008","2008","25-29 years","25-29",178300
,"Division 3: East North Central","CENS-D3","2008","2008","30-34 years","30-34",139071
,"Division 3: East North Central","CENS-D3","2008","2008","35-39 years","35-39",65145
,"Division 3: East North Central","CENS-D3","2008","2008","40-44 years","40-44",13160
,"Division 3: East North Central","CENS-D3","2008","2008","45-49 years","45-49",840
,"Division 3: East North Central","CENS-D3","2008","2008","50 years and over","50+",43
,"Division 3: East North Central","CENS-D3","2009","2009","Under 15 years","15",656
,"Division 3: East North Central","CENS-D3","2009","2009","15-19 years","15-19",58675
,"Division 3: East North Central","CENS-D3","2009","2009","20-24 years","20-24",142682
,"Division 3: East North Central","CENS-D3","2009","2009","25-29 years","25-29",173441
,"Division 3: East North Central","CENS-D3","2009","2009","30-34 years","30-34",139081
,"Division 3: East North Central","CENS-D3","2009","2009","35-39 years","35-39",62221
,"Division 3: East North Central","CENS-D3","2009","2009","40-44 years","40-44",13151
,"Division 3: East North Central","CENS-D3","2009","2009","45-49 years","45-49",845
,"Division 3: East North Central","CENS-D3","2009","2009","50 years and over","50+",62
,"Division 3: East North Central","CENS-D3","2010","2010","Under 15 years","15",621
,"Division 3: East North Central","CENS-D3","2010","2010","15-19 years","15-19",53150
,"Division 3: East North Central","CENS-D3","2010","2010","20-24 years","20-24",135189
,"Division 3: East North Central","CENS-D3","2010","2010","25-29 years","25-29",167354
,"Division 3: East North Central","CENS-D3","2010","2010","30-34 years","30-34",140354
,"Division 3: East North Central","CENS-D3","2010","2010","35-39 years","35-39",60638
,"Division 3: East North Central","CENS-D3","2010","2010","40-44 years","40-44",13088
,"Division 3: East North Central","CENS-D3","2010","2010","45-49 years","45-49",832
,"Division 3: East North Central","CENS-D3","2010","2010","50 years and over","50+",60
,"Division 3: East North Central","CENS-D3","2011","2011","Under 15 years","15",521
,"Division 3: East North Central","CENS-D3","2011","2011","15-19 years","15-19",47443
,"Division 3: East North Central","CENS-D3","2011","2011","20-24 years","20-24",132166
,"Division 3: East North Central","CENS-D3","2011","2011","25-29 years","25-29",166723
,"Division 3: East North Central","CENS-D3","2011","2011","30-34 years","30-34",143169
,"Division 3: East North Central","CENS-D3","2011","2011","35-39 years","35-39",60617
,"Division 3: East North Central","CENS-D3","2011","2011","40-44 years","40-44",13287
,"Division 3: East North Central","CENS-D3","2011","2011","45-49 years","45-49",773
,"Division 3: East North Central","CENS-D3","2011","2011","50 years and over","50+",50
,"Division 3: East North Central","CENS-D3","2012","2012","Under 15 years","15",494
,"Division 3: East North Central","CENS-D3","2012","2012","15-19 years","15-19",43977
,"Division 3: East North Central","CENS-D3","2012","2012","20-24 years","20-24",131903
,"Division 3: East North Central","CENS-D3","2012","2012","25-29 years","25-29",165166
,"Division 3: East North Central","CENS-D3","2012","2012","30-34 years","30-34",145253
,"Division 3: East North Central","CENS-D3","2012","2012","35-39 years","35-39",60570
,"Division 3: East North Central","CENS-D3","2012","2012","40-44 years","40-44",13052
,"Division 3: East North Central","CENS-D3","2012","2012","45-49 years","45-49",784
,"Division 3: East North Central","CENS-D3","2012","2012","50 years and over","50+",57
,"Division 3: East North Central","CENS-D3","2013","2013","Under 15 years","15",424
,"Division 3: East North Central","CENS-D3","2013","2013","15-19 years","15-19",39183
,"Division 3: East North Central","CENS-D3","2013","2013","20-24 years","20-24",130082
,"Division 3: East North Central","CENS-D3","2013","2013","25-29 years","25-29",164011
,"Division 3: East North Central","CENS-D3","2013","2013","30-34 years","30-34",148391
,"Division 3: East North Central","CENS-D3","2013","2013","35-39 years","35-39",62952
,"Division 3: East North Central","CENS-D3","2013","2013","40-44 years","40-44",13155
,"Division 3: East North Central","CENS-D3","2013","2013","45-49 years","45-49",856
,"Division 3: East North Central","CENS-D3","2013","2013","50 years and over","50+",53
,"Division 3: East North Central","CENS-D3","2014","2014","Under 15 years","15",378
,"Division 3: East North Central","CENS-D3","2014","2014","15-19 years","15-19",35632
,"Division 3: East North Central","CENS-D3","2014","2014","20-24 years","20-24",127641
,"Division 3: East North Central","CENS-D3","2014","2014","25-29 years","25-29",167359
,"Division 3: East North Central","CENS-D3","2014","2014","30-34 years","30-34",153524
,"Division 3: East North Central","CENS-D3","2014","2014","35-39 years","35-39",65302
,"Division 3: East North Central","CENS-D3","2014","2014","40-44 years","40-44",12912
,"Division 3: East North Central","CENS-D3","2014","2014","45-49 years","45-49",822
,"Division 3: East North Central","CENS-D3","2014","2014","50 years and over","50+",69
,"Division 3: East North Central","CENS-D3","2015","2015","Under 15 years","15",348
,"Division 3: East North Central","CENS-D3","2015","2015","15-19 years","15-19",32728
,"Division 3: East North Central","CENS-D3","2015","2015","20-24 years","20-24",123240
,"Division 3: East North Central","CENS-D3","2015","2015","25-29 years","25-29",168876
,"Division 3: East North Central","CENS-D3","2015","2015","30-34 years","30-34",155243
,"Division 3: East North Central","CENS-D3","2015","2015","35-39 years","35-39",67487
,"Division 3: East North Central","CENS-D3","2015","2015","40-44 years","40-44",12875
,"Division 3: East North Central","CENS-D3","2015","2015","45-49 years","45-49",927
,"Division 3: East North Central","CENS-D3","2015","2015","50 years and over","50+",49
,"Division 3: East North Central","CENS-D3","2016","2016","Under 15 years","15",276
,"Division 3: East North Central","CENS-D3","2016","2016","15-19 years","15-19",29735
,"Division 3: East North Central","CENS-D3","2016","2016","20-24 years","20-24",115705
,"Division 3: East North Central","CENS-D3","2016","2016","25-29 years","25-29",168587
,"Division 3: East North Central","CENS-D3","2016","2016","30-34 years","30-34",157406
,"Division 3: East North Central","CENS-D3","2016","2016","35-39 years","35-39",69913
,"Division 3: East North Central","CENS-D3","2016","2016","40-44 years","40-44",13022
,"Division 3: East North Central","CENS-D3","2016","2016","45-49 years","45-49",837
,"Division 3: East North Central","CENS-D3","2016","2016","50 years and over","50+",70
,"Division 3: East North Central","CENS-D3","2017","2017","Under 15 years","15",273
,"Division 3: East North Central","CENS-D3","2017","2017","15-19 years","15-19",27853
,"Division 3: East North Central","CENS-D3","2017","2017","20-24 years","20-24",111058
,"Division 3: East North Central","CENS-D3","2017","2017","25-29 years","25-29",165815
,"Division 3: East North Central","CENS-D3","2017","2017","30-34 years","30-34",155069
,"Division 3: East North Central","CENS-D3","2017","2017","35-39 years","35-39",70629
,"Division 3: East North Central","CENS-D3","2017","2017","40-44 years","40-44",13141
,"Division 3: East North Central","CENS-D3","2017","2017","45-49 years","45-49",890
,"Division 3: East North Central","CENS-D3","2017","2017","50 years and over","50+",65
,"Division 3: East North Central","CENS-D3","2018","2018","Under 15 years","15",233
,"Division 3: East North Central","CENS-D3","2018","2018","15-19 years","15-19",25731
,"Division 3: East North Central","CENS-D3","2018","2018","20-24 years","20-24",105340
,"Division 3: East North Central","CENS-D3","2018","2018","25-29 years","25-29",163294
,"Division 3: East North Central","CENS-D3","2018","2018","30-34 years","30-34",154696
,"Division 3: East North Central","CENS-D3","2018","2018","35-39 years","35-39",71929
,"Division 3: East North Central","CENS-D3","2018","2018","40-44 years","40-44",13548
,"Division 3: East North Central","CENS-D3","2018","2018","45-49 years","45-49",864
,"Division 3: East North Central","CENS-D3","2018","2018","50 years and over","50+",90
,"Division 3: East North Central","CENS-D3","2019","2019","Under 15 years","15",248
,"Division 3: East North Central","CENS-D3","2019","2019","15-19 years","15-19",24526
,"Division 3: East North Central","CENS-D3","2019","2019","20-24 years","20-24",101486
,"Division 3: East North Central","CENS-D3","2019","2019","25-29 years","25-29",159086
,"Division 3: East North Central","CENS-D3","2019","2019","30-34 years","30-34",154248
,"Division 3: East North Central","CENS-D3","2019","2019","35-39 years","35-39",72322
,"Division 3: East North Central","CENS-D3","2019","2019","40-44 years","40-44",13749
,"Division 3: East North Central","CENS-D3","2019","2019","45-49 years","45-49",834
,"Division 3: East North Central","CENS-D3","2019","2019","50 years and over","50+",105
,"Division 3: East North Central","CENS-D3","2020","2020","Under 15 years","15",255
,"Division 3: East North Central","CENS-D3","2020","2020","15-19 years","15-19",22213
,"Division 3: East North Central","CENS-D3","2020","2020","20-24 years","20-24",94765
,"Division 3: East North Central","CENS-D3","2020","2020","25-29 years","25-29",151124
,"Division 3: East North Central","CENS-D3","2020","2020","30-34 years","30-34",151795
,"Division 3: East North Central","CENS-D3","2020","2020","35-39 years","35-39",70992
,"Division 3: East North Central","CENS-D3","2020","2020","40-44 years","40-44",13708
,"Division 3: East North Central","CENS-D3","2020","2020","45-49 years","45-49",849
,"Division 3: East North Central","CENS-D3","2020","2020","50 years and over","50+",72
,"Division 3: East North Central","CENS-D3","2021","2021","Under 15 years","15",274
,"Division 3: East North Central","CENS-D3","2021","2021","15-19 years","15-19",19917
,"Division 3: East North Central","CENS-D3","2021","2021","20-24 years","20-24",91678
,"Division 3: East North Central","CENS-D3","2021","2021","25-29 years","25-29",150119
,"Division 3: East North Central","CENS-D3","2021","2021","30-34 years","30-34",157101
,"Division 3: East North Central","CENS-D3","2021","2021","35-39 years","35-39",74329
,"Division 3: East North Central","CENS-D3","2021","2021","40-44 years","40-44",14306
,"Division 3: East North Central","CENS-D3","2021","2021","45-49 years","45-49",866
,"Division 3: East North Central","CENS-D3","2021","2021","50 years and over","50+",97
,"Division 3: East North Central","CENS-D3","2022","2022","Under 15 years","15",228
,"Division 3: East North Central","CENS-D3","2022","2022","15-19 years","15-19",19297
,"Division 3: East North Central","CENS-D3","2022","2022","20-24 years","20-24",88273
,"Division 3: East North Central","CENS-D3","2022","2022","25-29 years","25-29",145086
,"Division 3: East North Central","CENS-D3","2022","2022","30-34 years","30-34",155172
,"Division 3: East North Central","CENS-D3","2022","2022","35-39 years","35-39",74600
,"Division 3: East North Central","CENS-D3","2022","2022","40-44 years","40-44",14895
,"Division 3: East North Central","CENS-D3","2022","2022","45-49 years","45-49",956
,"Division 3: East North Central","CENS-D3","2022","2022","50 years and over","50+",93
,"Division 3: East North Central","CENS-D3","2023","2023","Under 15 years","15",228
,"Division 3: East North Central","CENS-D3","2023","2023","15-19 years","15-19",18707
,"Division 3: East North Central","CENS-D3","2023","2023","20-24 years","20-24",85059
,"Division 3: East North Central","CENS-D3","2023","2023","25-29 years","25-29",142040
,"Division 3: East North Central","CENS-D3","2023","2023","30-34 years","30-34",152653
,"Division 3: East North Central","CENS-D3","2023","2023","35-39 years","35-39",74739
,"Division 3: East North Central","CENS-D3","2023","2023","40-44 years","40-44",15124
,"Division 3: East North Central","CENS-D3","2023","2023","45-49 years","45-49",942
,"Division 3: East North Central","CENS-D3","2023","2023","50 years and over","50+",102
,"Division 4: West North Central","CENS-D4","2007","2007","Under 15 years","15",302
,"Division 4: West North Central","CENS-D4","2007","2007","15-19 years","15-19",26404
,"Division 4: West North Central","CENS-D4","2007","2007","20-24 years","20-24",73857
,"Division 4: West North Central","CENS-D4","2007","2007","25-29 years","25-29",90329
,"Division 4: West North Central","CENS-D4","2007","2007","30-34 years","30-34",62341
,"Division 4: West North Central","CENS-D4","2007","2007","35-39 years","35-39",27767
,"Division 4: West North Central","CENS-D4","2007","2007","40-44 years","40-44",5246
,"Division 4: West North Central","CENS-D4","2007","2007","45-49 years","45-49",328
,"Division 4: West North Central","CENS-D4","2007","2007","50 years and over","50+",16
,"Division 4: West North Central","CENS-D4","2008","2008","Under 15 years","15",277
,"Division 4: West North Central","CENS-D4","2008","2008","15-19 years","15-19",26108
,"Division 4: West North Central","CENS-D4","2008","2008","20-24 years","20-24",71502
,"Division 4: West North Central","CENS-D4","2008","2008","25-29 years","25-29",90033
,"Division 4: West North Central","CENS-D4","2008","2008","30-34 years","30-34",62948
,"Division 4: West North Central","CENS-D4","2008","2008","35-39 years","35-39",26852
,"Division 4: West North Central","CENS-D4","2008","2008","40-44 years","40-44",5325
,"Division 4: West North Central","CENS-D4","2008","2008","45-49 years","45-49",364
,"Division 4: West North Central","CENS-D4","2008","2008","50 years and over","50+",30
,"Division 4: West North Central","CENS-D4","2009","2009","Under 15 years","15",214
,"Division 4: West North Central","CENS-D4","2009","2009","15-19 years","15-19",24501
,"Division 4: West North Central","CENS-D4","2009","2009","20-24 years","20-24",68942
,"Division 4: West North Central","CENS-D4","2009","2009","25-29 years","25-29",88676
,"Division 4: West North Central","CENS-D4","2009","2009","30-34 years","30-34",64142
,"Division 4: West North Central","CENS-D4","2009","2009","35-39 years","35-39",26358
,"Division 4: West North Central","CENS-D4","2009","2009","40-44 years","40-44",5341
,"Division 4: West North Central","CENS-D4","2009","2009","45-49 years","45-49",317
,"Division 4: West North Central","CENS-D4","2009","2009","50 years and over","50+",28
,"Division 4: West North Central","CENS-D4","2010","2010","Under 15 years","15",224
,"Division 4: West North Central","CENS-D4","2010","2010","15-19 years","15-19",22178
,"Division 4: West North Central","CENS-D4","2010","2010","20-24 years","20-24",64855
,"Division 4: West North Central","CENS-D4","2010","2010","25-29 years","25-29",87464
,"Division 4: West North Central","CENS-D4","2010","2010","30-34 years","30-34",65243
,"Division 4: West North Central","CENS-D4","2010","2010","35-39 years","35-39",25805
,"Division 4: West North Central","CENS-D4","2010","2010","40-44 years","40-44",5450
,"Division 4: West North Central","CENS-D4","2010","2010","45-49 years","45-49",319
,"Division 4: West North Central","CENS-D4","2010","2010","50 years and over","50+",32
,"Division 4: West North Central","CENS-D4","2011","2011","Under 15 years","15",213
,"Division 4: West North Central","CENS-D4","2011","2011","15-19 years","15-19",19908
,"Division 4: West North Central","CENS-D4","2011","2011","20-24 years","20-24",62580
,"Division 4: West North Central","CENS-D4","2011","2011","25-29 years","25-29",86928
,"Division 4: West North Central","CENS-D4","2011","2011","30-34 years","30-34",68226
,"Division 4: West North Central","CENS-D4","2011","2011","35-39 years","35-39",25860
,"Division 4: West North Central","CENS-D4","2011","2011","40-44 years","40-44",5413
,"Division 4: West North Central","CENS-D4","2011","2011","45-49 years","45-49",329
,"Division 4: West North Central","CENS-D4","2011","2011","50 years and over","50+",18
,"Division 4: West North Central","CENS-D4","2012","2012","Under 15 years","15",204
,"Division 4: West North Central","CENS-D4","2012","2012","15-19 years","15-19",18619
,"Division 4: West North Central","CENS-D4","2012","2012","20-24 years","20-24",62490
,"Division 4: West North Central","CENS-D4","2012","2012","25-29 years","25-29",86737
,"Division 4: West North Central","CENS-D4","2012","2012","30-34 years","30-34",70934
,"Division 4: West North Central","CENS-D4","2012","2012","35-39 years","35-39",26534
,"Division 4: West North Central","CENS-D4","2012","2012","40-44 years","40-44",5545
,"Division 4: West North Central","CENS-D4","2012","2012","45-49 years","45-49",332
,"Division 4: West North Central","CENS-D4","2012","2012","50 years and over","50+",18
,"Division 4: West North Central","CENS-D4","2013","2013","Under 15 years","15",146
,"Division 4: West North Central","CENS-D4","2013","2013","15-19 years","15-19",16849
,"Division 4: West North Central","CENS-D4","2013","2013","20-24 years","20-24",60722
,"Division 4: West North Central","CENS-D4","2013","2013","25-29 years","25-29",87009
,"Division 4: West North Central","CENS-D4","2013","2013","30-34 years","30-34",73311
,"Division 4: West North Central","CENS-D4","2013","2013","35-39 years","35-39",27657
,"Division 4: West North Central","CENS-D4","2013","2013","40-44 years","40-44",5296
,"Division 4: West North Central","CENS-D4","2013","2013","45-49 years","45-49",324
