State,Year,Maternal_Mortality_Rate,"$10,000 to $14,999","$100,000 to $149,999","$15,000 to $24,999","$150,000 to $199,999","$200,000 or more","$25,000 to $34,999","$35,000 to $49,999","$50,000 to $74,999","$75,000 to $99,999","Less than $10,000",Percent_Overweight,Percent_Obese,Percent_Overweight_or_Obese,Percent_No_Activity,Births,BirthCenterBirths,MD_Delivery,DO_Delivery,CNM_Delivery,Other_Delivery_Attendant,Unmarried,3rdMonthInitialCare,4thMonthInitialCare,7thMonthInitialCare,8thMonthInitialCare,UnknownInitialCare,20-27Weeks,32-35Weeks,37-39Weeks,40Weeks,42PlusWeeks
California,2017,18.869604671181236,0.03802849781153058,0.1713737483924579,0.07379604604333978,0.09020040848307148,0.12129376449737946,0.0727267596033282,0.10553770279154746,0.15761296298298935,0.12396202021255157,0.04546744217508378,29.6,25.8,55.400000000000006,21.1,471658,0.004068625995954696,0.819776193767518,0.05814170437053967,0.10497436702017139,0.010094178408931896,0.0009222784305577347,0.22322318289947377,0.061114197151325746,0.013821455376565223,0.011207273066501575,0.011962057253348824,0.004893376132706326,0.03852791641401185,0.6086995238075046,0.22595609530634486,0.0036382293950277533
California,2018,17.80532840939066,0.034231279299941936,0.1729631505299858,0.06955532196185055,0.09501860691335466,0.13503689744154979,0.06900785141289208,0.10095710881566836,0.1536228002451456,0.12359942823082541,0.046007003046713936,30.4,25.6,56.0,22.5,454920,0.0034291743603270903,0.8104875582520004,0.06146575222017058,0.11108546557636508,0.009410445792666842,0.0,0.22726413435329287,0.059430229490899496,0.01352765321375187,0.01088103402796096,0.009878659984173041,0.0050514376154049065,0.03960916205047041,0.6125450628681967,0.22320627802690582,0.0030862569242943814
California,2019,15.6782289872536,0.03267399932426855,0.17929882315186169,0.0614847339194631,0.09984813112457833,0.14919045738435355,0.0648315371744354,0.09546718562972087,0.14992544641011876,0.12585705536425545,0.04094536927041122,30.3,28.0,58.3,24.3,446479,0.0030953303514834963,0.7979882592462355,0.0731859729124998,0.11496397366953429,0.0061794619679760975,0.0,0.24087807041316614,0.060428374010871734,0.013541510350990752,0.01109570662897919,0.01212822999513975,0.004983437070948465,0.039029831190268746,0.622439129275957,0.217739244174978,0.0026585796868385746
Florida,2011,23.428641045104822,0.05650916354238447,0.10772517010393405,0.1208267904349123,0.03713710013486525,0.03765876114877616,0.11817729859454858,0.14908896976576838,0.1864661642109126,0.11266192727467365,0.0746447098334872,30.4,25.6,56.0,29.2,213414,0.008059452519516059,0.8213894121285389,0.05424198974762668,0.10780923463315434,0.005337044430074878,0.47581227098503376,0.2727843534163644,0.10882603765451189,0.02075777596596287,0.013822898216611843,0.04506264818615461,0.007801737468019905,0.04584516479706111,0.6565267508223454,0.19480915029004658,0.001977377304206847
Florida,2012,30.02608516148404,0.054765920883095294,0.11154561433356744,0.11875009384434179,0.03727056963543689,0.04079877820029527,0.11617376325576023,0.15065423477037573,0.18387287385412532,0.11339207584587198,0.07277488997491802,31.2,23.9,55.099999999999994,26.1,213148,0.008538667967797023,0.823554525494023,0.053887439713250884,0.10533995158293767,0.005010602961322649,0.47929607596599544,0.2781682211421172,0.11075872163942425,0.0223975829001445,0.015651096890423554,0.033784037382476026,0.00758158650327472,0.045100118227710324,0.6581530204365043,0.19421716366093042,0.0019235460806575713
Florida,2013,38.53170974016629,0.05246573697014864,0.11281465557947715,0.11360299626902381,0.03931499337943616,0.044035464124529335,0.1133512723685828,0.15063169465203846,0.18654148874470358,0.1144845367472125,0.07316217196842065,30.0,25.3,55.3,30.0,215407,0.008008096301420102,0.8248849851676129,0.05129824007576356,0.10406347054645393,0.006401834666468592,0.4799565473731123,0.2811282827391868,0.11250330769195059,0.022079133918582034,0.015644802629441013,0.03444177765810767,0.007325667225299085,0.04440431369454103,0.6549833570868171,0.19780229983241027,0.002014790605690623
Florida,2014,28.18297112154588,0.049037837526152275,0.11954711068493105,0.11169124086316431,0.0421877785198042,0.04561333474161263,0.11135452904562188,0.1486368383131808,0.18734893917480933,0.11449260778118667,0.07016141708381396,29.5,26.6,56.1,26.6,219991,0.007404848380161006,0.8225381947443304,0.05319308517166611,0.10440427108381707,0.006400261828893,0.4792105131573564,0.2516602951938943,0.09581755617275252,0.022696383033851384,0.016127932506329806,0.042074448500165916,0.007563945797782637,0.04358814678782314,0.6481583337500171,0.20163552145315036,0.0022182725656958694
Florida,2015,30.320730907972123,0.04627768417688087,0.12125973211031386,0.10924371394617559,0.046630084658854126,0.04990342463158527,0.10759204761554315,0.14548810896044362,0.18778204558191913,0.1207882862384618,0.0658890377213308,32.0,25.9,57.9,26.9,224269,0.007125371763373449,0.8183743629302311,0.0525529609531411,0.10876224533930236,0.00679095193718258,0.4776629850759579,0.25316918521953546,0.09292858130191868,0.02325332524780509,0.01702865754963905,0.04922659841529592,0.007517757692770735,0.04469632450316361,0.648698660983016,0.1980701746563279,0.0023676923694313525
Florida,2016,22.220049595150698,0.04445206949833516,0.1268573118294667,0.10138549956255674,0.04788661265013232,0.054653344841293784,0.104838584349381,0.14488781935688821,0.18779959343446062,0.12266170422490982,0.063286512310949,30.1,26.6,56.7,32.3,225022,0.007754797308707593,0.8221373910106567,0.05375918799050759,0.10394094799619592,0.006626018789273938,0.4690074748246838,0.2532730133053657,0.09278648309943027,0.023704348908106763,0.01691390175182871,0.05937197251824266,0.007212628098585916,0.0454000053328119,0.6525895245798189,0.19369661633084764,0.0021331247611344668
Florida,2017,21.464025399096723,0.04190397803737335,0.13228055153084187,0.09726346005105486,0.05319818308757757,0.06034677049083617,0.09922247329125138,0.14342102578612662,0.1850961473829151,0.12614587038543357,0.06130974946888804,30.8,27.3,58.1,31.3,223630,0.007651030720386353,0.8171309752716541,0.052591333899745116,0.11044582569422708,0.006023342127621518,0.4696284040602781,0.2554889773286232,0.0936815275231409,0.024875911103161473,0.018436703483432456,0.06082815364664848,0.007002638286455306,0.04528462192013594,0.6527702007780709,0.19236685596744624,0.0020390824129141887
Florida,2018,24.374610683301587,0.03992018600831063,0.1418896020693809,0.09249347787952437,0.057219864552598476,0.0668918895761045,0.09601291472808478,0.13569484691464936,0.18488626391938753,0.1268964884772496,0.057787976324591026,30.8,30.2,61.0,29.4,221542,0.006897112060015708,0.806501701708931,0.05745637396069368,0.11636619692879906,0.005845392747199176,0.46379918931850395,0.27272932446217873,0.09785052044307625,0.026229789385308427,0.020993761905191793,0.054066497548997484,0.007325924655370088,0.04563017396249921,0.6601502198228778,0.18512968195646876,0.001999620839389371
