"Notes"	"State"	"State Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Washington"	"53"	"1980"	"1980"	1	2082966	0.000480085 (Unreliable)
	"Washington"	"53"	"1981"	"1981"	4	2133435	0.001874911 (Unreliable)
	"Washington"	"53"	"1982"	"1982"	4	2154266	0.001856781 (Unreliable)
	"Washington"	"53"	"1983"	"1983"	5	2164564	0.002309934 (Unreliable)
	"Washington"	"53"	"1984"	"1984"	4	2187017	0.001828975 (Unreliable)
	"Washington"	"53"	"1985"	"1985"	3	2216461	0.001353509 (Unreliable)
	"Washington"	"53"	"1986"	"1986"	3	2243287	0.001337323 (Unreliable)
	"Washington"	"53"	"1987"	"1987"	0	2283350	0.000000000 (Unreliable)
	"Washington"	"53"	"1988"	"1988"	1	2337805	0.000427752 (Unreliable)
	"Washington"	"53"	"1995"	"1995"	0	2757505	0.000000000 (Unreliable)
	"West Virginia"	"54"	"1979"	"1979"	6	999184	0.006004900 (Unreliable)
	"West Virginia"	"54"	"1980"	"1980"	4	1004248	0.003983080 (Unreliable)
	"West Virginia"	"54"	"1981"	"1981"	2	1007258	0.001985589 (Unreliable)
	"West Virginia"	"54"	"1982"	"1982"	1	1006148	0.000993890 (Unreliable)
	"West Virginia"	"54"	"1983"	"1983"	3	1004108	0.002987726 (Unreliable)
	"West Virginia"	"54"	"1984"	"1984"	0	996125	0.000000000 (Unreliable)
	"West Virginia"	"54"	"1985"	"1985"	2	986840	0.002026671 (Unreliable)
	"West Virginia"	"54"	"1986"	"1986"	1	975072	0.001025565 (Unreliable)
	"West Virginia"	"54"	"1987"	"1987"	1	963242	0.001038161 (Unreliable)
	"West Virginia"	"54"	"1988"	"1988"	1	949783	0.001052872 (Unreliable)
	"West Virginia"	"54"	"1995"	"1995"	0	941762	0.000000000 (Unreliable)
	"Wisconsin"	"55"	"1979"	"1979"	3	2381899	0.001259499 (Unreliable)
	"Wisconsin"	"55"	"1980"	"1980"	5	2403003	0.002080730 (Unreliable)
	"Wisconsin"	"55"	"1981"	"1981"	3	2414075	0.001242712 (Unreliable)
	"Wisconsin"	"55"	"1982"	"1982"	1	2416461	0.000413828 (Unreliable)
	"Wisconsin"	"55"	"1983"	"1983"	4	2412651	0.001657927 (Unreliable)
	"Wisconsin"	"55"	"1984"	"1984"	3	2421197	0.001239057 (Unreliable)
	"Wisconsin"	"55"	"1985"	"1985"	4	2427815	0.001647572 (Unreliable)
	"Wisconsin"	"55"	"1986"	"1986"	3	2430990	0.001234065 (Unreliable)
	"Wisconsin"	"55"	"1987"	"1987"	3	2442233	0.001228384 (Unreliable)
	"Wisconsin"	"55"	"1988"	"1988"	6	2463839	0.002435224 (Unreliable)
	"Wisconsin"	"55"	"1994"	"1994"	0	2614180	0.000000000 (Unreliable)
	"Wyoming"	"56"	"1979"	"1979"	0	221326	0.000000000 (Unreliable)
	"Wyoming"	"56"	"1980"	"1980"	1	229835	0.004350947 (Unreliable)
	"Wyoming"	"56"	"1981"	"1981"	1	241136	0.004147037 (Unreliable)
	"Wyoming"	"56"	"1982"	"1982"	1	249041	0.004015403 (Unreliable)
	"Wyoming"	"56"	"1983"	"1983"	0	250825	0.000000000 (Unreliable)
	"Wyoming"	"56"	"1984"	"1984"	0	248795	0.000000000 (Unreliable)
	"Wyoming"	"56"	"1985"	"1985"	2	246760	0.008105041 (Unreliable)
	"Wyoming"	"56"	"1986"	"1986"	0	245099	0.000000000 (Unreliable)
	"Wyoming"	"56"	"1987"	"1987"	2	236285	0.008464355 (Unreliable)
	"Wyoming"	"56"	"1988"	"1988"	1	231023	0.004328573 (Unreliable)
	"Wyoming"	"56"	"1989"	"1989"	0	228320	0.000000000 (Unreliable)
	"Wyoming"	"56"	"1990"	"1990"	0	226549	0.000000000 (Unreliable)
	"Wyoming"	"56"	"1991"	"1991"	0	229163	0.000000000 (Unreliable)
	"Wyoming"	"56"	"1992"	"1992"	0	232450	0.000000000 (Unreliable)
	"Wyoming"	"56"	"1994"	"1994"	0	239083	0.000000000 (Unreliable)
	"Wyoming"	"56"	"1995"	"1995"	0	241496	0.000000000 (Unreliable)
	"Wyoming"	"56"	"1996"	"1996"	0	242991	0.000000000 (Unreliable)
	"Wyoming"	"56"	"1997"	"1997"	0	243659	0.000000000 (Unreliable)
	"Wyoming"	"56"	"1998"	"1998"	0	243764	0.000000000 (Unreliable)
"---"
"Dataset: Compressed Mortality, 1979-1998"
"Query Parameters:"
"ICD-9 Codes: 630-676 (Complications of pregnancy, childbirth, and the puerperium)"
"Sex: Female"
"Group By: State; Year"
"Show Totals: Disabled"
"Show Zero Values: True"
"Show Suppressed: False"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/cmf.html for more information."
"---"
"Query Date: Feb 28, 2025 12:50:48 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Mortality: Compressed Mortality File 1979-1998. CDC WONDER On-line Database, compiled from Compressed Mortality File CMF"
"1968-1988, Series 20, No. 2A, 2000 and CMF 1989-1998, Series 20, No. 2E, 2003. Accessed at http://wonder.cdc.gov/cmf-icd9.html"
"on Feb 28, 2025 12:50:48 AM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"2. Rows with suppressed Deaths are hidden. Use Quick Options above to show suppressed rows."
"---"
Caveats:
"1. Data are Suppressed when the data meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/cmf.html#Assurance of Confidentiality."
"2. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:"
"http://wonder.cdc.gov/wonder/help/cmf.html#Unreliable."
"3. The population figures used in the calculation of death rates for the age group 'under 1 year' are the live births for the"
"given time period. More information: http://wonder.cdc.gov/wonder/help/cmf.html#Age Group."
"4. Population figures in this table for 1979 and 1981-89 are intercensal estimates of the July 1 resident population of the"
"United States. Note that the state and county population estimates for these years are not consistent with national estimates."
"The population figures in this table for 1980 and 1990 are modified age-race-sex (MARS) April 1 census counts. The population"
"figures for 1991-98 are bridged-race intercensal estimates of the July 1 resident population."
