,State,Year,Deaths,Population,"$10,000 to $14,999","$100,000 to $149,999","$15,000 to $24,999","$150,000 to $199,999","$200,000 or more","$25,000 to $34,999","$35,000 to $49,999","$50,000 to $74,999","$75,000 to $99,999","Less than $10,000",Total,Female_Population,Absolute_Overweight,Absolute_Obese,Absolute_Overweight_or_Obese,Absolute_No_Activity,Births,ChronicHypertensionBirths,DiabetesBirths,EnclampsiaBirths,Pregnancy-AssociatedHypertensionBirths,TobaccoUseBirths,HospitalBirths,ResidenceBirths,MD_Delivery,DO_Delivery,CNM_Delivery,Other_Delivery_Attendant,Vaginal_Delivery,Cesarean_Delivery,Married,Unmarried,NoPrenatalCare,1stMonthInitialCare,2ndMonthInitialCare,3rdMonthInitialCare,4thMonthInitialCare,5thMonthInitialCare,6thMonthInitialCare,7thMonthInitialCare,8thMonthInitialCare,9thMonthInitialCare,UnknownInitialCare,NotReportedInitialCare,20-27Weeks,28-31Weeks,32-35Weeks,36Weeks,37-39Weeks,40Weeks,41Weeks,42PlusWeeks,MMR
61,Indiana,2018,23,2598777,247265,980209,570527,340301,285865,593592,872975,1262931,943609,346823,6446615,3395905,974624.7349999999,1161399.51,2136024.245,1032355.12,81646,1622,6312,127,6812,10312,79506,1255,70078,4743,5132,656,57290,24344,46336,35303,1228,2023,25936,31318,9483,4637,2788,2091,1354,566,213,0,538,728,3701,3343,52092,16520,4271,389,28.170394140558017
62,Indiana,2019,33,2603063,221771,1047368,532051,390490,342214,578938,842883,1252629,881331,328430,6416903,3412312,982745.8560000001,1218195.384,2200941.24,1091939.84,80859,1934,6762,104,7368,9430,78743,1160,69009,5109,5033,698,57178,23667,45672,35180,1259,1990,26322,30945,9382,4335,2603,1939,1348,552,177,0,477,709,3783,3203,53888,14983,3451,307,40.811783474937855
63,Maryland,2011,24,2409500,171834,987426,357712,467090,470549,373656,550595,913482,716351,249994,5264250,3008077,899415.0229999999,839253.4829999999,1738668.5059999998,836245.4060000001,73093,1584,4049,440,3188,5458,72296,466,64660,1972,5211,658,47579,25393,43002,30091,1584,1791,19011,24244,8689,4500,2727,1962,1331,666,6522,0,663,751,3233,2782,43467,16509,5152,278,32.834881589208265
64,Maryland,2012,20,2418372,172497,1015341,351972,503907,494482,352752,566221,911886,714822,248645,5333563,3035272,916652.144,871123.0639999999,1787775.2079999999,780064.904,72883,1763,4339,444,3230,5360,72057,400,63586,2000,6056,733,47265,25421,43179,29704,1565,1972,19813,25913,9041,4520,2848,2021,1591,803,2697,0,587,800,3213,2820,43936,16031,5042,228,27.441241441762827
65,Maryland,2013,15,2420425,153600,1011793,337849,489663,539775,365526,540437,906588,739127,259630,5345754,3035272,937899.048,874158.3360000001,1812057.3839999998,822558.712,71953,2132,4530,460,3325,5324,71154,390,61771,2091,6990,763,46570,25224,42908,29045,1523,1388,19366,23987,8558,4245,2747,2002,1635,868,5560,0,585,696,3098,2631,43667,15821,4992,225,20.84694175364474
66,Maryland,2014,22,2430188,153873,1021840,321031,538453,550525,365786,558721,883050,716863,242773,5352934,3080374,927192.574,964157.062,1891349.6360000004,733129.0120000001,73921,2103,5113,435,3911,5107,73118,375,63587,2050,7377,462,48042,25746,44549,29372,1249,1771,25270,21310,7589,4055,2619,2058,1667,837,5475,0,572,731,3323,2790,44272,16517,5418,209,29.76150214418095
67,Maryland,2015,16,2431264,148335,1034666,315190,563471,584953,358898,534564,893527,731935,229876,5398335,3094053,962250.483,922027.794,1884278.2770000002,804453.78,73616,2205,5575,281,4491,4758,72751,428,62586,1999,7846,781,47859,25664,44094,29522,1210,1517,25603,21554,7498,4051,2598,2071,1606,786,5111,0,578,730,3204,2821,44396,16233,5321,237,21.734405564007826
68,Maryland,2016,13,2423578,135162,1061389,314340,569143,648419,335335,516541,862144,739690,244839,5429216,3098674,873826.068,976082.31,1849908.378,814951.262,73136,2120,5599,215,4548,4299,72272,465,61835,2422,8253,466,48467,24606,44130,29006,1013,1704,25596,21744,7314,3960,2474,2020,1581,713,5009,0,550,751,3167,2895,44322,15889,5289,180,17.775103915992123
69,Maryland,2017,25,2424859,138722,1076672,296246,605799,699753,346564,524549,839763,716565,227378,5466983,3116355,909975.6599999999,1006582.6649999998,1916558.325,866346.6900000001,71641,2115,6021,145,5112,3932,70717,515,60107,2580,8219,570,47340,24244,43276,28352,830,1867,26620,21888,7159,3759,2287,1869,1411,561,3376,0,581,767,3213,2880,43661,14924,5335,181,34.896218645747545
70,Maryland,2018,17,2406718,138446,1078810,290166,607974,781279,304027,509353,833716,726345,227153,5501303,3112368,936822.7679999999,1030193.8080000001,1967016.5760000001,781204.368,71080,2218,5951,136,5198,3719,70127,521,59165,2529,8487,744,47008,24058,43174,27895,900,1690,26032,22837,6963,3537,2244,1597,1410,550,3308,0,549,721,3194,2729,43627,14888,5128,160,23.916713562183453
71,Maryland,2019,22,2394913,124856,1110411,270565,622677,844356,309747,464170,807916,716029,231115,5504853,3117667,891652.7620000001,1075595.115,1967247.877,776299.083,70178,2189,5898,161,5392,3281,69214,533,58429,2273,8523,761,47041,23124,41762,28398,1063,1612,25309,23060,6792,3513,2057,1748,1325,574,3109,0,488,704,3193,2793,44232,14044,4483,160,31.348855766764515
72,Michigan,2011,33,3957642,510676,1125998,1051637,360938,299565,1001409,1355338,1777371,1172827,711613,9362320,5027510,1523335.53,1543445.57,3066781.1,1256877.5,114008,1541,6957,0,5544,0,112905,924,86207,19892,7156,339,76571,37404,65770,48238,1262,8236,38256,39906,11491,5086,2915,1866,1213,544,3162,0,811,1118,5097,4265,66581,26976,8459,520,28.94533716932145
73,Michigan,2012,29,3938508,488186,1160936,1027260,376481,323611,1005970,1372802,1808486,1182885,715238,9460051,5031931,1489451.5760000001,1539770.886,3029222.462,1263014.681,113091,1676,7210,0,5589,0,111877,1036,84573,20389,7275,350,76197,36867,65296,47795,1251,8898,37577,38961,11208,5138,3093,1963,1311,584,3022,0,853,1125,5093,4271,66905,25721,8405,536,25.643066203322988
74,Michigan,2013,35,3922571,462377,1200375,981159,404848,353353,998723,1363075,1803184,1200571,703237,9474755,5031931,1474355.7829999998,1605185.989,3079541.772,1257982.75,113489,1722,6638,0,5743,0,112342,1019,84034,21033,7411,440,76511,36951,65360,48129,1524,8347,36863,39310,11721,5270,3171,2227,1422,621,2915,0,866,1165,4912,4032,67231,25804,8842,463,30.83999330331574
75,Michigan,2014,29,3907979,446057,1250289,970897,434236,389467,976993,1347231,1809499,1209547,648522,9484109,5044620,1473029.0399999998,1543653.72,3016682.76,1372136.6400000001,114375,1533,6542,165,5882,15129,112973,1231,83077,22282,7759,458,76874,37480,66558,47817,1479,9917,43822,34647,10235,4956,2984,2111,1313,482,2424,0,793,1088,5130,4076,67101,26401,9180,499,25.3551912568306
76,Michigan,2015,27,3890678,428048,1296658,939204,475824,425535,951636,1337675,1822829,1226212,637048,9538867,5045509,1503561.682,1543925.754,3047487.4360000007,1372378.448,113312,1607,6687,120,6750,13859,111828,1306,81934,22198,7772,577,77094,36196,65780,47532,1521,9733,43887,33962,9925,4814,2786,1971,1367,503,2829,0,803,1095,5048,4189,66719,25655,9195,498,23.8280146851172
77,Michigan,2016,40,3867723,415629,1385941,915906,507140,488714,926892,1302825,1794384,1241195,610500,9587740,5045080,1508478.92,1644696.08,3153175.0,1296585.56,113315,1768,6935,122,7370,13126,111754,1388,81472,22011,8264,588,77065,36227,66815,46500,1599,9578,43719,34529,9620,4737,2747,1949,1223,416,3190,0,788,1092,5124,4427,67267,25028,9034,457,35.29982791333892
78,Michigan,2017,24,3855050,391374,1448063,871644,564977,529457,893365,1331081,1809242,1294796,578622,9716784,5055069,1511465.631,1678282.908,3189748.539,1465970.01,111426,1843,7246,88,7876,12453,109884,1375,78823,22089,8841,644,75803,35583,65640,45775,1775,9058,42928,34896,9048,4317,2544,1879,1183,391,3395,0,798,1040,5110,4393,66799,24226,8529,426,21.53895859135211
79,Michigan,2018,32,3845165,385462,1494354,831178,611577,576420,881137,1277144,1813970,1314430,583081,9764402,5069099,1470038.71,1753908.2540000002,3223946.964,1317965.74,110032,2072,7421,81,8616,11523,108403,1487,77025,22201,9115,689,74641,35365,65136,44882,1445,8305,42289,34916,9492,4315,2698,2027,1233,445,2857,0,671,952,5069,4284,67027,23295,8227,395,29.08244874218409
80,Michigan,2019,34,3817169,348584,1552373,781371,651307,637574,872790,1239462,1815085,1345063,525295,9764951,5070952,1531427.504,1881323.192,3412750.6959999995,1313376.568,107886,2291,7583,77,9541,11113,106215,1534,75160,21627,9525,760,73345,34512,63667,44205,1531,8158,41628,34337,8744,4145,2698,2005,1539,513,2582,0,749,990,5064,4209,67445,22092,6904,326,31.514747047809724
81,Missouri,2011,17,2392894,313462,655220,658807,211859,179444,649768,888762,1122383,725115,422163,5826952,3064932,913349.7359999999,940934.124,1854283.8599999999,879635.4839999999,76117,1234,4360,331,3831,13799,74912,989,62552,10120,2472,396,51855,23775,45609,30508,791,3236,28662,23236,7662,3777,2180,1292,818,351,4063,0,447,707,3161,2914,48323,15916,3805,275,22.334038388270688
82,Missouri,2012,34,2386342,334393,661712,652169,214863,180529,658011,859622,1133355,721805,426669,5842473,3068397,945066.276,908245.5120000001,1853311.7880000002,843809.175,75446,1417,4510,409,4166,13520,74023,1151,61589,10286,2329,406,51126,23851,45143,30303,723,3168,27960,22946,7550,3880,2212,1373,905,400,4292,0,494,710,3175,3006,48108,15577,3676,289,45.06534474988734
83,Missouri,2013,30,2385487,310382,684789,633681,235488,200989,634608,872417,1155689,720071,414215,5859689,3068397,868356.3510000001,926655.894,1795012.2449999999,877561.5420000001,75296,1414,4346,324,4325,13162,73791,1094,61283,10361,2489,387,51672,23331,44924,30372,817,3002,27946,23083,7590,3883,2271,1511,1023,528,3562,0,471,656,3258,2779,47576,16019,3811,301,39.84275393115173
84,Missouri,2014,34,2383585,288946,720580,598791,246766,213183,632628,833501,1135003,748956,413881,5834333,3093076,903178.1919999999,934108.9519999999,1837287.1439999999,828944.368,75360,1388,4496,319,4608,12475,73711,1143,60281,11242,2552,502,52482,22635,45068,30292,913,4640,32298,18605,6685,3776,2353,1657,1057,391,2970,0,464,659,3357,2832,47708,15878,4040,297,45.11677282377919
85,Missouri,2015,33,2381059,284311,784563,596569,263346,242186,617954,842696,1130093,759844,360092,5885374,3100027,883507.695,967208.424,1850716.119,843207.344,75061,1580,4748,383,5264,11810,73416,1131,59583,11540,2519,613,52211,22739,44716,30345,788,3837,31346,20328,6639,3812,2270,1532,980,385,3130,0,491,725,3346,2912,47489,15789,3898,282,43.96424241616818
86,Missouri,2016,27,2371098,268730,803751,562738,290650,264706,592092,838377,1133831,783561,347269,5883515,3098349,879931.1159999999,972881.586,1852812.7019999998,802472.3910000001,74705,1706,5186,493,5502,11294,72969,1179,58931,11414,2956,514,52109,22520,44952,29753,906,2534,29711,22561,6493,3412,2116,1505,1040,329,4088,0,488,684,3412,2967,47514,15397,3814,277,36.14215915936015
87,Missouri,2017,28,2365964,245920,854106,566817,306338,284419,562230,826921,1128183,797544,334041,5908532,3110838,930140.5619999999,1042130.7300000001,1972271.2920000001,930140.5619999999,73034,1960,5531,515,5815,10457,71312,1164,56683,11838,3231,422,50895,21920,43866,29156,943,2044,28260,22293,6695,3510,2010,1550,1004,367,4355,0,486,703,3424,3065,46761,14653,3570,262,38.3383081852288
88,Missouri,2018,24,2360212,255454,876443,545645,327564,343161,589913,839881,1124709,799449,332019,6029114,3123287,808931.333,1115013.459,1923944.792,887013.5079999999,73269,2045,5749,417,5993,9985,71457,1183,56484,12033,3456,360,51194,21906,43748,29511,1210,1972,28169,22220,6811,3557,2256,1620,1166,457,3823,0,437,720,3546,3119,48395,13688,3031,235,32.756008680342305
89,Missouri,2019,16,2353586,238596,960984,525844,363358,354189,531983,797378,1141195,831015,334738,6077228,3129259,873063.2609999999,1082723.614,1955786.875,988845.844,72127,2264,6055,463,6256,9144,70422,1071,55077,12165,3675,282,50370,21646,42995,29122,1657,1768,28411,22542,6417,3467,2183,1596,1181,534,2359,0,466,700,3484,3159,48994,12430,2553,223,22.18309370970649
90,New Jersey,2011,48,3556262,274597,1428258,627509,693199,749883,600129,850507,1278804,1049888,391342,7942575,4522613,1379396.965,985929.634,2365326.599,1297989.9309999999,105883,1535,6069,56,2836,0,105409,336,87664,10281,7564,217,63752,40990,67916,37967,0,0,0,0,0,0,0,0,0,0,0,105883,785,1042,4760,3870,63088,25044,6865,369,45.33305629798929
91,New Jersey,2012,36,3558973,279625,1445801,577247,756042,778774,608265,827585,1283801,1055242,401968,8023616,4543154,1362946.2,1040382.266,2403328.466,1226651.58,104230,1484,6920,87,2590,0,103765,336,86793,9811,7191,238,63200,39968,66585,37645,0,0,0,0,0,0,0,0,0,0,0,104230,743,974,4508,3866,62970,24243,6532,323,34.539000287825004
92,New Jersey,2013,57,3555129,285781,1425496,595690,724467,872480,556604,820774,1265553,1020736,392543,7961751,4543154,1353859.892,1131245.346,2485105.2380000004,1367489.354,102575,1511,6643,101,2720,0,102101,349,85315,9429,7437,226,62664,39098,66065,36510,0,0,0,0,0,0,0,0,0,0,0,102575,687,974,4561,3689,61540,23905,6826,316,55.569095783573
93,New Jersey,2014,55,3560520,257326,1461732,573325,762370,933623,562252,804845,1247973,998595,394889,7997568,4574784,1377009.984,1157420.352,2534430.336,1207742.976,103305,1625,7312,104,2853,0,102796,381,84741,10873,7032,388,64161,38343,66659,36646,0,0,0,0,0,0,0,0,0,0,0,103305,662,974,4496,3728,61724,24096,7256,318,53.240404627075165
94,New Jersey,2015,39,3556365,248616,1457589,583406,768807,983381,571383,796091,1212298,995123,395038,8007987,4583121,1466598.72,1086199.677,2552798.3970000003,1347437.574,103127,1705,7894,148,4007,0,102619,394,83636,11567,6919,805,64914,37874,66912,36215,0,0,0,0,0,0,0,0,0,0,0,103127,650,955,4660,3774,62249,23275,7182,322,37.81744838887973
95,New Jersey,2016,43,3536519,256542,1467344,547774,818256,1082491,542763,763501,1180844,989792,366580,8012712,4574258,1363128.8839999998,1171010.048,2534138.932,1477485.3339999998,102647,1769,8557,154,4807,3952,102122,404,82608,11260,7593,977,65430,37164,67143,35504,1628,4344,38070,34653,10002,4862,2977,2203,1506,475,1919,0,616,955,4526,4005,62927,22414,6853,287,41.89114148489483
96,New Jersey,2017,44,3543930,226658,1509794,509198,845738,1181743,525067,736658,1168024,1015263,372891,8091725,4608796,1387247.596,1161416.592,2548664.1879999996,1451770.74,101250,1752,8940,125,4828,3690,100736,397,80608,11712,7928,895,64839,36371,66894,34340,1616,3987,37792,34349,10019,4889,2900,2156,1489,534,1514,0,618,858,4356,3756,62386,21987,6993,251,43.45679012345679
97,New Jersey,2018,35,3483990,220184,1504771,518514,899031,1277986,503245,716968,1160840,1002042,351164,8162928,4558134,1340091.396,1162324.17,2502415.5659999996,1403905.2719999999,101223,2042,9506,139,5532,3235,100614,443,79650,12085,8538,806,65849,35335,67001,34204,1682,3405,37755,35028,9848,4652,2903,2221,1538,542,1641,0,580,926,4375,3725,62557,21847,6963,215,34.57712180038134
98,New Jersey,2019,36,3452569,204323,1558984,451280,923627,1405397,484758,700346,1178993,999313,330710,8239991,4539599,,,,,99585,2110,9400,140,6006,2740,98926,415,77904,11880,8916,728,65629,33554,66158,33414,2023,2980,37087,34721,9673,4690,2831,2215,1547,565,1246,0,577,886,4231,3798,62478,20755,6473,231,36.15002259376412
99,New York,2011,64,7909435,874314,2536519,1720531,1123763,1246611,1537699,2065283,2967797,2173420,1296057,17542598,10027190,3048265.76,2376444.03,5424709.789999999,2847721.96,241312,3399,13729,252,7264,14450,238591,2130,206007,9396,24425,1367,157862,82425,142024,99288,1617,7761,78221,86606,29293,12520,7172,4908,3938,2040,6988,0,1584,2209,9962,8312,137677,60345,19551,1242,26.52168147460549
100,New York,2012,58,7908456,853028,2636363,1673769,1148607,1295960,1502449,2057422,3007105,2165268,1282618,17625756,10084389,3085823.034,2309325.081,5395148.115,2783291.364,240916,3474,14452,277,7069,14197,238166,2177,204901,10321,24109,1425,157872,82303,142548,98368,1532,8467,78141,87217,27807,12253,6860,4798,3941,2110,7544,0,1608,2179,9862,8177,139765,58446,19348,1061,24.074781251556562
101,New York,2013,63,7903762,835504,2660422,1620576,1203221,1437902,1536842,2021998,2889181,2138055,1255571,17597180,10084389,2884135.254,2632025.529,5516160.783000001,2863966.476,236980,3477,14325,783,7493,13261,234113,2212,200038,11223,23978,1603,155175,81117,141762,95218,1425,9247,79780,84415,25673,11137,6542,5015,4379,2183,6933,0,1485,2011,9571,7926,135650,58620,20097,1139,26.584521900582324
102,New York,2014,61,7915339,824462,2701518,1602806,1248645,1511528,1479272,2043183,2892706,2179892,1265870,17741175,10171918,2848137.0400000005,2665042.5160000003,5513179.556000001,2726074.024,238773,3834,16138,727,8764,12753,235698,2325,200174,12237,24629,1579,157171,80586,144115,94658,1396,15445,97034,70258,20885,9693,5992,4839,3868,1591,7749,0,1419,2055,9659,7913,136658,58852,20685,1166,25.54727712094751
103,New York,2015,64,7903480,790348,2778088,1538092,1332565,1585394,1439344,1950650,2863649,2143406,1210973,17623407,10179199,2962146.9090000005,2473545.357,5435692.266000001,3226806.083,237274,3942,17947,711,14317,11739,234168,2331,195890,14122,25305,1816,156486,80032,143540,93734,1222,14638,98738,71042,19591,8922,5415,4618,3814,1542,7713,0,1425,2060,9139,7856,136118,58480,20765,1104,26.97303539367988
104,New York,2016,65,7853751,772307,2805032,1454602,1387192,1762028,1413576,1895468,2747671,2164000,1165001,17577856,10163239,3008318.7440000004,2561136.228,5569454.971999999,2896523.1149999998,234283,4371,19500,742,14897,11143,231201,2330,192694,14576,25147,1731,154821,78999,144143,90140,1235,15642,99215,70216,18940,8343,5241,4823,3935,1630,5044,0,1324,2014,9522,8046,135834,56139,20054,1008,27.744223866008202
105,New York,2017,46,7836630,749513,2851839,1433134,1481289,1947056,1353111,1893215,2785947,2173543,1153679,17819133,10211503,2961335.8699999996,2583510.259,5544846.128999999,3032816.391,229737,4452,19773,465,13188,10348,226534,2339,189696,14381,23750,1767,151118,78082,142474,87228,1390,13727,95125,72032,18805,8270,5190,4480,3765,1566,5365,0,1356,1995,9467,7725,133305,54802,19656,1012,20.022895746005215
106,New York,2018,66,7665284,773424,2978173,1419828,1550684,2119379,1327147,1825698,2722064,2183053,1073951,17977543,10050896,2975065.2160000005,2743894.608,5718959.824000001,2633334.7520000003,226238,4646,20343,602,14218,9750,222922,2477,187729,13928,22684,1752,149324,76470,141425,84767,1325,12555,94631,70640,18290,8012,4985,4329,3549,1536,6356,0,1247,1961,9185,7830,132054,54291,18336,942,29.172818005816882
107,New York,2019,76,7582449,705660,3055879,1275638,1667443,2431274,1221902,1781628,2720617,2195309,1064093,18116239,10002751,3050839.0549999997,2770762.027,5821601.082,2940808.7939999998,221539,4864,20013,556,15221,8821,218297,2458,182529,13881,23260,1713,147692,73485,138441,83049,1690,12223,94589,69070,17116,7640,4796,4020,3558,1522,5298,0,1249,1908,9226,7874,133051,50924,16149,775,34.30547217419958
108,North Carolina,2011,11,3912316,548203,1029711,1074916,348601,301145,1054976,1335036,1710591,1052240,696980,9154870,4968558,1485598.842,1490567.4,2976166.242,1425976.146,120389,2308,7519,345,6115,13103,119239,672,101688,2742,14815,726,83785,36583,71152,49237,1640,9338,36060,40386,15095,7219,4124,2439,1490,694,1796,0,1024,1245,5427,4512,71557,26302,9668,459,9.137047404663216
109,North Carolina,2012,10,3927374,531182,1044082,1052953,329611,333879,1045924,1355900,1725379,1129365,704757,9258582,5001026,1515310.878,1480303.6960000002,2995614.5740000005,1375282.1500000001,119831,2344,7585,329,6169,12771,118670,605,101011,2723,14933,725,83138,36670,70661,49170,2017,9089,36266,40324,14554,7049,3901,2297,1534,697,1971,0,1001,1201,5376,4421,71635,26118,9479,435,8.345085996111191
110,North Carolina,2013,15,3949218,497366,1044031,1047342,378922,382494,1043035,1371969,1734575,1121694,683627,9301316,5001026,1515310.878,1510309.852,3025620.73,1400287.28,119002,2337,7501,265,6447,12303,117797,648,100274,2781,14977,751,82865,36123,69703,49299,2514,8993,35518,39933,14273,6856,4045,2494,1676,831,1712,0,1042,1243,5168,4274,70455,26390,9845,406,12.604830170921499
111,North Carolina,2014,34,3974214,522996,1112638,1018717,398193,384008,1050691,1393510,1719200,1139020,647313,9385114,5101561,1515163.6169999999,1586585.471,3101749.088,1249882.445,120975,2259,7439,247,6644,11893,119756,624,100633,3485,16037,592,85228,35728,71401,49574,2234,10014,42564,36001,12557,6786,4031,2862,1804,704,1392,0,965,1201,5192,4361,71365,26822,10401,538,28.104980367844597
112,North Carolina,2015,43,3998351,504948,1187371,1031487,422018,438191,1030134,1378202,1735987,1170488,614249,9516940,5146796,1523451.6160000002,1610947.148,3134398.7640000004,1394781.716,120843,2298,7534,324,7226,11300,119505,659,100670,4272,14907,670,85379,35415,71295,49548,2692,7372,42608,38327,12970,6651,3866,2736,1856,660,1091,0,1053,1253,5395,4551,71421,26237,10346,488,35.58336022773351
113,North Carolina,2016,38,4031161,492327,1236044,952761,473532,480619,990134,1347623,1813515,1248093,608008,9629301,5213407,1511888.0299999998,1736064.5309999997,3247952.561,1313778.564,120779,2635,8142,474,8107,10780,119281,604,100547,4514,14855,561,85204,35549,71944,48835,1928,8292,44203,37488,12392,6726,3773,2700,1857,723,691,0,969,1210,5749,4556,71805,26160,9803,419,31.462423103354062
114,North Carolina,2017,35,4055443,450394,1364449,940774,544240,550506,953786,1342370,1818134,1260891,592233,9817797,5274881,1545540.133,1782909.778,3328449.9109999994,1366194.179,120125,2854,8973,546,8731,10403,118286,642,98944,4273,15718,593,84828,35271,70943,49164,2159,7177,42903,39118,12321,6457,3651,2793,1923,802,799,0,933,1339,5607,4646,72838,25015,9292,334,29.136316337148806
115,North Carolina,2018,25,4083773,422531,1426140,917246,543215,640806,950738,1365277,1826267,1289627,563917,9943160,5331376,1631401.0559999999,1807336.464,3438737.52,1444802.8960000002,118954,3154,9143,543,9390,9936,117201,624,97354,4805,15012,964,83935,34982,70304,48632,2247,6325,41313,40485,12005,6323,3638,2822,1998,844,921,0,868,1190,5660,4585,73229,24630,8415,274,21.016527397145115
116,North Carolina,2019,46,4105539,398589,1523236,859170,621103,691771,901545,1323374,1813637,1340549,543662,10018775,5393757,1564189.5299999998,2017265.118,3581454.648,1494070.6889999998,118725,3326,8820,492,9332,8991,117112,716,95141,5409,15664,1322,84203,34483,69370,49341,2942,5251,40941,41119,11823,6065,3654,2823,2219,875,995,0,938,1229,5596,4835,75511,23277,7049,205,38.74499894714677
117,Ohio,2011,35,4610317,622410,1322049,1233418,424646,336440,1228471,1617380,2194193,1387837,856510,11215074,5903423,1765123.477,1629344.7480000001,3394468.2249999996,1688378.9780000001,137918,2930,9491,1137,7513,24018,135858,1287,107730,18836,9569,1000,94439,42845,78058,59860,1310,5202,42935,47358,15611,7106,4290,2980,2029,868,8114,0,1081,1386,6248,5276,87156,28569,7354,453,25.37739816412651
118,Ohio,2012,39,4586943,601798,1352430,1235350,437061,390999,1167259,1628902,2171435,1423765,832239,11240769,5901591,1740969.345,1752772.527,3493741.8720000004,1599331.161,138483,2911,10105,1193,8150,23495,136349,1428,107522,19004,10039,1014,95504,42736,77764,60719,1545,5110,41240,48487,15659,7329,4486,3139,2192,1035,8149,0,1101,1549,6304,5398,87376,28576,7273,412,28.162301509932625
119,Ohio,2013,30,4577106,550449,1438039,1188604,477604,425334,1185027,1603173,2127874,1424899,825035,11247699,5901591,1693756.6169999999,1817690.028,3511446.645,1746870.9360000002,138936,3283,10655,1120,8722,23030,136733,1500,107814,19563,9444,1087,95753,43130,78158,60778,1846,4448,41108,49285,16272,7699,4828,3201,2222,1113,6738,0,1085,1348,6353,5369,88211,28048,7345,492,21.592675764380722
120,Ohio,2014,22,4562752,548434,1486227,1171532,509397,445789,1136447,1580100,2154648,1444464,806924,11291063,5917577,1727932.484,1923212.5250000001,3651145.009,1538570.02,139467,3618,10770,922,9414,22594,137261,1487,107692,19967,9727,1052,96857,42598,78847,60620,2589,4860,53391,43514,13851,7207,4458,3511,2426,1006,2627,0,970,1467,6445,5337,89191,27775,7684,410,15.774340883506493
121,Ohio,2015,41,4547788,519464,1575629,1109458,557604,483663,1134940,1557510,2147125,1489117,750444,11337196,5929472,1956725.76,1683970.048,3640695.8079999997,1666181.6320000002,139264,3805,11210,404,9919,21150,136993,1471,105775,20897,10345,1168,96885,42333,78939,60325,2203,4558,53900,44488,13495,6891,4403,3439,2393,908,2568,0,944,1376,6377,5530,88722,27989,7735,423,29.44048713235294
122,Ohio,2016,36,4519461,516517,1625811,1070067,570141,537757,1065982,1543079,2188878,1508711,745227,11370954,5922773,1759063.581,1901210.1330000001,3660273.714,1693913.0780000002,138085,4195,11645,357,11147,19764,135808,1498,103092,22263,10594,1059,95520,42513,78765,59320,2088,3321,52360,46993,13621,6842,4280,3429,2326,914,1896,0,1044,1363,6338,5565,88256,27246,7689,388,26.07089835970598
123,Ohio,2017,42,4512371,488850,1718527,1041193,624874,567158,1094511,1532694,2146820,1557920,710091,11471185,5949355,1778857.145,2028730.0550000002,3807587.2,1844300.05,136832,4317,12001,454,11752,18917,134541,1482,100250,23229,11134,838,95397,41376,77724,59091,2042,2602,52144,47563,13309,6867,4212,3258,2341,938,1546,0,969,1400,6217,5502,88166,26735,7351,324,30.694574368568755
124,Ohio,2018,27,4501529,469432,1794462,998676,667702,636423,1045550,1492657,2116154,1562530,702778,11483461,5957347,1775289.406,2043370.0209999997,3818659.426999999,1697843.8949999998,135134,4434,12334,279,12665,17760,132739,1529,98361,23066,11498,809,93528,41558,76788,58331,2002,2753,52207,47599,12738,6454,3987,3157,2172,818,1230,0,881,1307,6117,5466,88193,25893,6780,337,19.9801678334098
125,Ohio,2019,47,4476690,437496,1840772,968243,750898,718557,1030269,1431953,2183807,1587203,635193,11587352,5956893,1763240.3280000002,2126610.8010000004,3889851.1290000007,1810895.472,134461,4679,12564,296,13696,15906,132050,1599,96884,23443,11863,810,92765,41636,75850,58595,2055,2716,51985,48108,12653,6316,3768,2975,2091,817,958,0,924,1404,6383,5324,90037,24414,5478,309,34.95437338707878
126,Oklahoma,2011,20,1492383,222423,391241,426531,101361,97057,423476,545342,689256,428774,274421,3600616,1913665,547308.1900000001,602804.475,1150112.665,606631.805,52272,967,2436,264,2071,7703,51856,361,38179,11395,2266,243,34392,17876,30426,21846,926,1832,14027,17137,7009,3405,2080,1426,1123,532,2695,0,355,499,2511,2260,35640,9077,1623,142,38.26140189776554
127,Oklahoma,2012,15,1497619,209050,380839,424084,116647,109054,405520,543316,695680,440559,267940,3595599,1925013,573653.874,604454.082,1178107.956,560178.783,52751,892,2517,273,2441,7378,52301,383,37703,12566,2017,257,34929,17814,30452,22299,1054,1880,14663,17737,6495,3156,1995,1312,1020,509,2851,0,395,432,2427,2430,36112,8932,1655,146,28.435479896115712
128,Oklahoma,2013,20,1507421,190221,409955,404659,122923,118345,404250,546910,707257,434845,259022,3597451,1925013,590978.991,619854.186,1210833.177,656429.4330000001,53369,802,2602,216,2357,7056,52878,383,37154,13624,2157,299,35327,18039,30858,22511,1085,1974,14895,17544,6499,3109,1839,1305,1003,512,3535,0,316,492,2544,2243,36589,9197,1745,128,37.47493863478799
129,Oklahoma,2014,13,1514903,188008,432462,399169,142142,136144,396240,517428,715201,451022,250503,3630291,1957489,598991.634,636183.925,1235175.5590000001,595076.656,53339,966,2792,298,2666,6925,52687,532,35852,14477,2477,256,35681,17651,30827,22512,984,2711,18872,15815,5390,2868,1806,1505,1046,350,1987,0,373,490,2398,2210,36546,9213,1893,140,24.372410431391664
