State,Year,Maternal_Mortality_Rate,"$10,000 to $14,999","$100,000 to $149,999","$15,000 to $24,999","$150,000 to $199,999","$200,000 or more","$25,000 to $34,999","$35,000 to $49,999","$50,000 to $74,999","$75,000 to $99,999","Less than $10,000",Percent_Overweight,Percent_Obese,Percent_Overweight_or_Obese,Percent_No_Activity,Births,ChronicHypertensionBirths,DiabetesBirths,EnclampsiaBirths,Pregnancy-AssociatedHypertensionBirths,TobaccoUseBirths,HospitalBirths,ResidenceBirths,MD_Delivery,DO_Delivery,CNM_Delivery,Other_Delivery_Attendant,Vaginal_Delivery,Cesarean_Delivery,Married,Unmarried,NoPrenatalCare,1stMonthInitialCare,2ndMonthInitialCare,3rdMonthInitialCare,4thMonthInitialCare,5thMonthInitialCare,6thMonthInitialCare,7thMonthInitialCare,8thMonthInitialCare,9thMonthInitialCare,UnknownInitialCare,NotReportedInitialCare,20-27Weeks,28-31Weeks,32-35Weeks,36Weeks,37-39Weeks,40Weeks,41Weeks,42PlusWeeks
Florida,2014,28.18297112154588,0.049037837526152275,0.11954711068493105,0.11169124086316431,0.0421877785198042,0.04561333474161263,0.11135452904562188,0.1486368383131808,0.18734893917480933,0.11449260778118667,0.07016141708381396,29.5,26.6,56.1,26.6,219991,0.013641467150928902,0.05187030378515485,0.000927310662708929,0.05029296653044897,0.0639298880408744,0.982635653276725,0.008595806192071493,0.8225381947443304,0.05319308517166611,0.10440427108381707,0.006400261828893,0.6283438867953689,0.37141064861744344,0.5207894868426436,0.4792105131573564,0.013264178989140465,0.12620061729798038,0.3467914596506221,0.2516602951938943,0.09581755617275252,0.05055206803914706,0.029805764781286506,0.022696383033851384,0.016127932506329806,0.0049820219918087555,0.042074448500165916,0.0,0.007563945797782637,0.010332240864398998,0.04358814678782314,0.03749698851316645,0.6481583337500171,0.20163552145315036,0.04831106727093381,0.0022182725656958694
Florida,2015,30.320730907972123,0.04627768417688087,0.12125973211031386,0.10924371394617559,0.046630084658854126,0.04990342463158527,0.10759204761554315,0.14548810896044362,0.18778204558191913,0.1207882862384618,0.0658890377213308,32.0,25.9,57.9,26.9,224269,0.013367875185603003,0.05072479923663101,0.0010344719956837548,0.05122419951040937,0.05783233527594095,0.9823203385220427,0.008770717308232524,0.8183743629302311,0.0525529609531411,0.10876224533930236,0.00679095193718258,0.6262925326282277,0.37327940999424797,0.5223370149240422,0.4776629850759579,0.013907405838524272,0.11809032902451966,0.3484431642358061,0.25316918521953546,0.09292858130191868,0.048508710521739516,0.030414368459305566,0.02325332524780509,0.01702865754963905,0.0049494134276248615,0.04922659841529592,0.0,0.007517757692770735,0.009831942890011549,0.04469632450316361,0.03745056160236145,0.648698660983016,0.1980701746563279,0.05052414734091649,0.0023676923694313525
Florida,2016,22.220049595150698,0.04445206949833516,0.1268573118294667,0.10138549956255674,0.04788661265013232,0.054653344841293784,0.104838584349381,0.14488781935688821,0.18779959343446062,0.12266170422490982,0.063286512310949,30.1,26.6,56.7,32.3,225022,0.014731892881584911,0.05394583640710686,0.0009599061425105101,0.0548213063611558,0.050901689612571216,0.9823217285420981,0.009119108353849846,0.8221373910106567,0.05375918799050759,0.10394094799619592,0.006626018789273938,0.6253388557563261,0.37420341122201384,0.5309925251753161,0.4690074748246838,0.017660495418225775,0.10898489925429514,0.34232652807281067,0.2532730133053657,0.09278648309943027,0.0496751428749189,0.02994818284434411,0.023704348908106763,0.01691390175182871,0.005319479873079077,0.05937197251824266,0.0,0.007212628098585916,0.009661277563971523,0.0454000053328119,0.03874732248402379,0.6525895245798189,0.19369661633084764,0.04971069495427114,0.0021331247611344668
Florida,2017,21.464025399096723,0.04190397803737335,0.13228055153084187,0.09726346005105486,0.05319818308757757,0.06034677049083617,0.09922247329125138,0.14342102578612662,0.1850961473829151,0.12614587038543357,0.06130974946888804,30.8,27.3,58.1,31.3,223630,0.015619550149801011,0.06075213522336002,0.0010240128784152396,0.05956714215445155,0.047574117962706254,0.9819210302732192,0.009032777355453204,0.8171309752716541,0.052591333899745116,0.11044582569422708,0.006023342127621518,0.6278674596431606,0.3717032598488575,0.530130125653982,0.4696284040602781,0.0218977775790368,0.10124312480436436,0.33549166033179806,0.2554889773286232,0.0936815275231409,0.05101730537047802,0.031207798595895005,0.024875911103161473,0.018436703483432456,0.00579081518579797,0.06082815364664848,0.0,0.007002638286455306,0.01024460045611054,0.04528462192013594,0.03934176988776104,0.6527702007780709,0.19236685596744624,0.050109555962974554,0.0020390824129141887
Florida,2018,24.374610683301587,0.03992018600831063,0.1418896020693809,0.09249347787952437,0.057219864552598476,0.0668918895761045,0.09601291472808478,0.13569484691464936,0.18488626391938753,0.1268964884772496,0.057787976324591026,30.8,30.2,61.0,29.4,221542,0.01782957633315579,0.06873640212691047,0.0012774101524767312,0.07237002464543969,0.04439790197795452,0.9818725117584928,0.009393252746657518,0.806501701708931,0.05745637396069368,0.11636619692879906,0.005845392747199176,0.6313746377662024,0.368101759485786,0.5360157441929747,0.46379918931850395,0.020307661752624783,0.08708958120807793,0.32900759223984616,0.27272932446217873,0.09785052044307625,0.051859241137120725,0.033140442895703746,0.026229789385308427,0.020993761905191793,0.006675935037148712,0.054066497548997484,0.0,0.007325924655370088,0.00956477778479927,0.04563017396249921,0.03966742197867673,0.6601502198228778,0.18512968195646876,0.04977837159545368,0.001999620839389371
Florida,2019,31.363351242261434,0.03572218866680604,0.1495833382310496,0.08253273851702832,0.06188584883719319,0.07523395214288732,0.09057806517434236,0.131491542212916,0.1866387665372352,0.13332119212997479,0.05315609092741564,32.5,27.2,59.7,27.2,220002,0.01944527777020209,0.07289024645230498,0.001336351487713748,0.076976572940246,0.04095871855710403,0.9823183425605222,0.009327187934655139,0.7908200834537867,0.060626721575258405,0.1285670130271543,0.0066044854137689655,0.6342351433168789,0.3650921355260407,0.5337178752920428,0.46610030817901654,0.021358896737302388,0.08933100608176289,0.3182652884973773,0.2767247570476632,0.09673093880964719,0.05184498322742521,0.03285879219279825,0.02715429859728548,0.022295251861346715,0.00691811892619158,0.056476759302188165,0.0,0.0073090244634139686,0.009790820083453786,0.0470313906237216,0.041645075953854964,0.6674575685675584,0.17986654666775756,0.04442686884664685,0.0016727120662539431
Georgia,2011,36.251312221978864,0.05507011727914599,0.11964469014005435,0.11182169078532878,0.041797517830528715,0.03803988595300194,0.10508951247703824,0.14318415318763947,0.18667964608557777,0.11525968887746046,0.08336354086310595,28.4,29.3,57.7,29.7,132409,0.013420537878845094,0.037943040125671214,0.0016766231902665227,0.040888459243707,0.0020089268856346622,0.9944339131025837,0.0039272254907143775,0.8114856240889969,0.019069700700103467,0.15583532841423167,0.01260488335385057,0.6625833591372188,0.3355738658248306,0.545582248940782,0.45441775105921806,0.018593902227189995,0.07940547847955955,0.28152920118723046,0.2357317100801305,0.0913910685829513,0.04890906207281982,0.03111570965719853,0.02058017204268592,0.014054935842729724,0.006487474416391635,0.17147625916667297,0.0,0.00820185939022272,0.010860288953167836,0.047028525251304666,0.0427387866383705,0.6521988686569644,0.188861784319797,0.04334297517540348,0.0021826310900316444
Georgia,2012,30.703101013202335,0.05354266290468013,0.1214602654442722,0.1085330604317608,0.04468706167525306,0.04515502667937102,0.10413734036502412,0.13773868898102817,0.18443049949070703,0.11906666840198457,0.08124632814724446,29.9,30.5,60.4,25.7,130280,0.015075222597482346,0.042984341418483264,0.0020954866441510595,0.043951489100399144,0.060423702793982195,0.9935523487872275,0.0045440589499539455,0.8044289223211545,0.023626036229659194,0.1539914031317163,0.017109303039607,0.6609533312864599,0.3377724900214922,0.5482959778937673,0.4517040221062327,0.01671016272643537,0.08239177156892846,0.30079060485108994,0.25,0.09489560945655512,0.04897144611605772,0.03017347252072459,0.020962542216763892,0.01434602394841879,0.006562787841571999,0.13338962235185753,0.0,0.008143997543751919,0.010039914031317163,0.047474669941664105,0.042416334049739025,0.6537611298741173,0.18784924777402517,0.043368130181148296,0.002080135093644458
Georgia,2013,63.6903097523845,0.05003756287761072,0.12434179412531651,0.10663887644904532,0.04609979155055407,0.04489453991121336,0.10585237161720222,0.13733572087074697,0.18166219782872195,0.12247973395490219,0.08057322799149594,29.8,31.5,61.3,31.1,128748,0.016342001429148413,0.045235654146083826,0.0020815857333706155,0.04783763631279709,0.060218411159785004,0.9930795041476372,0.005149594556808649,0.8060940752477709,0.02077702177897909,0.13948177835772207,0.02705284742287259,0.6570121477615186,0.34113151272252773,0.5460356665734614,0.4539643334265387,0.021010035107341472,0.08439742753285488,0.299849318047659,0.23753378693261254,0.0867275608164787,0.046027899462515925,0.028287818063193214,0.019518749805822227,0.01474197657439339,0.006431167862801753,0.15489172647342095,0.0,0.008644794482244384,0.011223475316121416,0.04648615900829527,0.03927828005095225,0.6503712679031908,0.1909388883710815,0.04549196880728244,0.002524311057259142
Georgia,2014,79.4220518381623,0.049382237096223955,0.1249115407279176,0.10462785078506723,0.04972316124539378,0.04992570830854594,0.10119402395942292,0.14137593287527173,0.1816371238542586,0.12394188613494303,0.07386178644028611,28.4,32.4,60.8,25.8,130946,0.01811433720770394,0.04572113695721901,0.001626624715531593,0.04814961892688589,0.05975745727246346,0.9929665663708704,0.005055519068929177,0.8254624043498847,0.020794831457241918,0.13164205092175402,0.01795396575687688,0.6603714508270585,0.3378644632138439,0.5462633451957295,0.45373665480427045,0.02507140347929681,0.09548974386388283,0.3112504391123058,0.20685626135964444,0.07716157805507613,0.04206314053121134,0.025857987261924762,0.020267896690238724,0.013623936584546302,0.00515479663372688,0.17714935927787026,0.0,0.008293495028485025,0.01085943824171796,0.048096161776610205,0.03959647488277611,0.6520779557985734,0.1903609121317184,0.04613352068791716,0.0026804942495379774
Georgia,2015,74.57916045173663,0.04778300169818176,0.13628948553952605,0.09942059243163276,0.05317468189848137,0.05230578570117937,0.09822466025607006,0.13652030850393948,0.18423754993118893,0.12175778969578482,0.06989743052774934,27.2,32.3,59.5,29.6,131404,0.019580834677787585,0.04713707345286293,0.0013774314328330948,0.05293598368390612,0.05671060241697361,0.9924127119417978,0.0056086572707071325,0.8154317981187788,0.022860795713981308,0.12403732002069952,0.032114699704727405,0.662963075705458,0.33582691546680465,0.5480578977808894,0.4519421022191105,0.027868253630026485,0.09638975982466287,0.3241758241758242,0.2227557760798758,0.07656540135764513,0.04217527624729841,0.027358375696325835,0.021490974399561658,0.014854951143039787,0.005212931113208121,0.1410915953852242,0.0,0.008964719491035281,0.010129067608291985,0.04723600499223768,0.04078262457763843,0.6543712520166813,0.19020729962558217,0.04521171349426197,0.002237374813552099
Georgia,2016,56.13571000138417,0.044156013037196094,0.1400271655764692,0.09390423586070998,0.056013541561818904,0.06071433975347042,0.09357584991654941,0.13212331610376163,0.18542293149200373,0.1283906808125902,0.0660742123726175,28.8,33.1,61.900000000000006,30.2,130042,0.02077021270051214,0.055405176789037384,0.0014226173082542563,0.0600575198781932,0.05265990987527107,0.9921333107765183,0.005882714815213547,0.8171513818612448,0.025914704480091047,0.13263407206902386,0.019509081681302963,0.6608326540656095,0.33785238615216623,0.550952769105366,0.44904723089463405,0.03276633702957506,0.10329739622583473,0.35650789744851663,0.2515418095692161,0.08558004337060335,0.0462312176066194,0.029428953722643453,0.023284784915642637,0.01617169837437136,0.005967302871380016,0.04916873010258224,0.0,0.008943264483782163,0.011065655711231756,0.04778456191076729,0.04386275203395826,0.6549191799572446,0.1855938850525215,0.04443179895725996,0.002429984158964027
Georgia,2017,57.25648584449448,0.04051082331607519,0.14799777516803442,0.09057514665257305,0.06135369666004699,0.06573050715154583,0.09152472010969401,0.12929793532705322,0.1811161297838764,0.1299782959257145,0.06118525002362887,27.9,33.6,61.5,32.9,129243,0.021718777806148108,0.059802078255688895,0.0019343407379896784,0.06338447730244579,0.04775500413948918,0.9908544369907848,0.006360112346510062,0.8148990661002917,0.026074913148100863,0.13655671873911934,0.01911128649133802,0.6573973058502202,0.34120223145547535,0.5506371718390938,0.4492312929907229,0.037913078464597696,0.10785883955030447,0.3715559063160094,0.25516275542969447,0.0885309068963116,0.04682652058525413,0.02910795942526868,0.02225265584983326,0.01702993585726113,0.005895870569392539,0.017772722700649165,0.0,0.008603947602578089,0.011319761998715597,0.0494185371741603,0.04438151389243518,0.6562753882221861,0.1839944909975782,0.04310484900536199,0.001996239641605348
Georgia,2018,49.13927020258061,0.03602030332292833,0.15491811563232108,0.08550632473920855,0.0660685524174657,0.07667583409758175,0.08909856743759638,0.12345997864187047,0.17673165236667437,0.1289050555844948,0.06239877547008067,31.0,33.3,64.3,29.3,126172,0.02168468439907428,0.05883238753447675,0.0021716387154043686,0.06762990203848715,0.04363884221538852,0.9904970991979203,0.006277145483942555,0.8195796214691057,0.023143011127666993,0.13333386171258282,0.020630567796341502,0.6595599657610246,0.33962368829851314,0.5483942554607996,0.45149478489680755,0.040539897917128996,0.11299654439970834,0.36623022540658784,0.24820086865548616,0.08930666074881907,0.046904225977237424,0.02845322258504264,0.022445550518340043,0.016001965570808102,0.0062533684177155,0.022596138604444725,0.0,0.008599372285451606,0.011056335795580637,0.0509938813682909,0.043876612877659066,0.6605110484101069,0.18103065656405543,0.04118187870525949,0.0019893478743302794
Georgia,2019,50.64453078633547,0.037019694755273294,0.16071783163327552,0.07946024321638652,0.07053178447591858,0.08286950909936903,0.08355851421426702,0.11852434057025349,0.1819260632618392,0.13221599021951402,0.05357885096117844,29.5,33.6,63.1,29.6,126371,0.023613012479128913,0.06424733522722777,0.0022631774695143665,0.07163035823092323,0.041299032214669504,0.9902034485760183,0.005887426703911499,0.812338273812821,0.026548812623149298,0.13674023312310576,0.021729668990512065,0.6559970246338163,0.34311669607742284,0.5436373851595698,0.4562439167213997,0.041797564314597496,0.11112517903632954,0.3704251766623672,0.253887363398248,0.08513820417659115,0.04512111164745076,0.02828971836892958,0.021943325604766917,0.014773959215326302,0.006552136170482152,0.020867129325557288,0.0,0.008372173995616083,0.010880660911126761,0.050858187400590324,0.046221047550466486,0.6721004027822839,0.17175617823709555,0.03720790371208584,0.001827951033069296
Illinois,2011,27.896250743900023,0.04344736167833211,0.14154361941197374,0.10078954097696467,0.054730812602784194,0.05434251794947384,0.09394261192359213,0.1286124707810402,0.1863114383685698,0.1310293495408884,0.06559812405997142,29.2,26.5,55.7,26.9,161312,0.013817942868478476,0.06464491172386432,0.0013266217020432454,0.04836589962309066,0.07500371950009918,0.9948112973616346,0.004531590954175759,0.8776780400714144,0.054788236461019636,0.055978476492759374,0.005864411823050982,0.682770035707201,0.3165666534417774,0.6001475401706011,0.39985245982939893,0.012751686173378298,0.05884869073596509,0.34950902598690736,0.34139431660384845,0.10696662368577663,0.0469028962507439,0.026712209878992265,0.016979517952787144,0.01131967863519143,0.004878744296766515,0.023135290616941084,0.0,0.007649771870660583,0.00967070025788534,0.04598541955961119,0.037368577663162074,0.6208527573894068,0.22300882761356874,0.05150887720690339,0.0020891192223765126
Illinois,2012,21.990449861774316,0.0430146129902094,0.1488044151486029,0.09329510338156541,0.05739412536981764,0.05809912359591023,0.09147402702848235,0.12795413487799515,0.1803266271997276,0.13562771089358355,0.06474445040020484,29.8,28.0,57.8,23.4,159160,0.014293792410153305,0.06806986680070369,0.0011937672782106057,0.04776325709977381,0.0708846443830108,0.99454636843428,0.0047562201558180445,0.8744156823322443,0.058419200804222166,0.05929253581301835,0.005805478763508419,0.6797750691128425,0.3189306358381503,0.5960228700678563,0.40397712993214374,0.011215129429504901,0.05691756722794672,0.34695903493340036,0.34286881125911034,0.1041090726313144,0.04638100025131943,0.027249308871575773,0.017579793918069866,0.011774315154561447,0.005076652425232471,0.02907765770294044,0.0,0.007250565468710731,0.009650665996481528,0.04397461673787384,0.03834506157325961,0.6253141492837396,0.2167692887660216,0.05072254335260116,0.002079668258356371
Illinois,2013,17.205013668427526,0.040996045501591624,0.1514404517057535,0.0894520922200557,0.059770263918063025,0.06361537863862983,0.09069492013052559,0.12588259068438626,0.18015670350936241,0.13134486485721214,0.06657514280133141,29.9,30.5,60.4,26.7,156931,0.01458602825445578,0.07113317317802091,0.0010832786383824739,0.05136652414118307,0.06985235549381576,0.9936660060791048,0.005422765419196972,0.8756204956318382,0.05484576023857619,0.06239684957083049,0.00555658219217363,0.6813312857242992,0.31652764590807425,0.5964341016115363,0.40356589838846374,0.009520107563196564,0.05811471283557742,0.3517915517010661,0.338798580267761,0.10040718532348612,0.0459565031765553,0.027050104823138833,0.01794419203344145,0.01193518170406102,0.005199737464235874,0.032581198106174054,0.0,0.007066800058624491,0.009622063199750208,0.04498155240201108,0.03736674079691074,0.6293020499455174,0.2148906207186598,0.053093397735310424,0.0020582294129267
Illinois,2014,20.18214384823028,0.040058692380486434,0.15436925582395333,0.08887104774448246,0.06528549687069901,0.06603290633088824,0.08711670929919571,0.12367908286172333,0.17862273512926036,0.1333138933515262,0.06305232543375988,28.6,30.7,59.3,25.7,158556,0.016063725119200786,0.06898509044123212,0.000990186432553798,0.05471253058856177,0.06733267741365827,0.9934218824894674,0.005669921037362194,0.8697684098993416,0.05695779409167739,0.06530184918893009,0.006672721309821136,0.6868425035949444,0.31209793385302353,0.599163702414289,0.40083629758571104,0.010639773959988899,0.07181059057998436,0.422349201543934,0.2834077549887737,0.08414061908726254,0.041127425010721766,0.0251709175307147,0.018245919422790687,0.011932692550266152,0.003916597290547189,0.027214359595348014,0.0,0.007662907742374934,0.009636973687529958,0.045245843739751254,0.037973965034435786,0.6280241681172583,0.2105691364565201,0.057582179166982016,0.002365094982214486
Illinois,2015,25.297882567229124,0.03761646932364632,0.15957297374409515,0.08732851823213036,0.0687368805952477,0.07298553397987938,0.08527640458370507,0.12131530311877821,0.17529326917165786,0.1328676216585572,0.05907389108133959,27.5,31.9,59.4,25.5,158116,0.01776543803283665,0.07447696627792254,0.001125755774241696,0.06225808899795087,0.06548989349591439,0.9940423486554175,0.005154443573072934,0.8678059146449442,0.061480179109008576,0.06395937160059703,0.0060082471097169165,0.6900060714918161,0.3093235346201523,0.5955690758683498,0.40443092413165016,0.012370664575375041,0.05080447266563789,0.41176098560550484,0.29070429305067164,0.08626577955425131,0.04396771990184421,0.026341420223127323,0.02033317311341041,0.013705127880796378,0.0046674593336537736,0.03904095727187634,0.0,0.007007513471122467,0.009992663614055503,0.044802550026562776,0.03908522856636899,0.63290875053758,0.2074489615219206,0.05527587340939563,0.0022831339016924283
Illinois,2016,18.129431189096444,0.03753031472574902,0.1643428805164489,0.0838408386014868,0.07253403149625073,0.0776400362760831,0.0819432454937411,0.11832738107131985,0.16963619306653968,0.13356546847344083,0.060782588823426784,27.5,31.0,58.5,26.2,154445,0.01976755479296837,0.0751659166693645,0.0015086276668069539,0.06826378322380135,0.06404221567548318,0.9937647706303214,0.005438829356728933,0.8576321667907669,0.06790119460001942,0.06768752630386221,0.005633073262326395,0.6890349315290233,0.3105636310660753,0.6031467512706788,0.3968532487293211,0.013286283142866392,0.040791220175467,0.40821004240991937,0.2970118812522257,0.08638673961604455,0.04504516170805141,0.028320761436109943,0.02231862475314837,0.01498267991841756,0.004959694389588527,0.03862863802648192,0.0,0.00718702450710609,0.010120107481627763,0.04600343164233222,0.03937971446145877,0.6404286315516851,0.20095179513742756,0.05283434232250963,0.0019294894622681213
Illinois,2017,26.10616507128991,0.035505460829731356,0.16727031487594266,0.07950896459836762,0.07648633781605989,0.0847126612945465,0.07840359100134422,0.11358957969320754,0.17312010193515204,0.13362359338729665,0.05837344460155561,31.0,30.5,61.5,25.8,149390,0.021868933663565165,0.08110984670995382,0.0019546154361068345,0.07305709886873285,0.0633643483499565,0.9938349287100877,0.0052480085681772546,0.8454983599973225,0.07119619787134346,0.07566102148738202,0.005883927973759957,0.6884798179262334,0.3110449159916996,0.6023026976370573,0.39759020014726554,0.013849655264743289,0.035758752259187364,0.401064328268291,0.2992837539326595,0.08698708079523396,0.04624807550706205,0.028803802128656537,0.022176852533636788,0.015670392931253767,0.005944172970078318,0.044146194524399225,0.0,0.0065466229332619315,0.00942499497958364,0.046823749916326395,0.040698841957292994,0.6438918267621662,0.19744293460070955,0.05218555458866055,0.0018609009973893835
Illinois,2018,15.19179642992784,0.033300260113705446,0.16928118106078116,0.07836257037555003,0.0810377333302614,0.09367586753156643,0.07891959448112792,0.11131973291787892,0.17041984912190727,0.12918060231963902,0.05514197627029069,28.7,33.2,61.900000000000006,27.0,144815,0.024500224424265443,0.08389324310326969,0.0015744225391016123,0.08318199081586852,0.05954493664330353,0.9931636916065325,0.005904084521631047,0.8391810240651866,0.07350757863480993,0.07932189345026414,0.006366743776542485,0.6882159997237856,0.3114249214515071,0.6066015260850051,0.3932327452266685,0.014301004730172978,0.03553499292200393,0.40153299036702,0.3054932154818216,0.08413493077374581,0.04409764181887235,0.027814798190795152,0.022663398128646893,0.015633739598798466,0.00521354832027069,0.043524496771743255,0.0,0.00680178158339951,0.009156510030038324,0.04834443945723855,0.04172910264820633,0.6567206435797397,0.1891447709146152,0.045306080171252976,0.001629665435210441
Illinois,2019,14.272664992007309,0.031677202479794365,0.18231291869853772,0.07118789947404801,0.08668857528318519,0.1021523667756423,0.07320452028149242,0.10829727724480497,0.16180999519919742,0.13122964217289348,0.05137067378049976,28.7,32.2,60.900000000000006,26.8,140128,0.02663992920758164,0.09094542132907056,0.0013701758392327015,0.09235841516327929,0.05287308746289107,0.9933988924411966,0.005844656314226993,0.8273507079241836,0.07845683946106417,0.08674925782142041,0.00660110755880338,0.693451701301667,0.30632707239095686,0.6049683146837177,0.3948960949988582,0.012724080840374515,0.03406885133592144,0.40221797213975796,0.3197219684859557,0.08570021694450788,0.04541562000456725,0.02933746289107102,0.021537451472939027,0.015250342543959808,0.005052523407170587,0.02893069193879881,0.0,0.006251427266499201,0.009441367892212834,0.04730674811600822,0.04344599223567024,0.6799568965517241,0.17487582781456953,0.03644525005709066,0.0014058575017127197
Indiana,2011,51.37334082030083,0.05387517606160433,0.11465772193516251,0.10761330694089143,0.02947560628268438,0.026350228311096142,0.11176514194824602,0.14881936306991614,0.20657244634266564,0.12994565662687424,0.07032254876077342,29.7,30.8,60.5,29.3,83701,0.013106175553458143,0.06818317582824578,0.001648725821674771,0.05529205146891913,0.16606731102376315,0.9778855688701449,0.0163080488883048,0.8729525334225398,0.04732320999749107,0.06373878448286162,0.010286615452623027,0.6939821507508871,0.30556385228372424,0.5725976989522228,0.4274023010477772,0.012198181622680732,0.027275659789010885,0.2732822785868747,0.38021051122447763,0.1429493076546278,0.06701234154908543,0.04089556875067203,0.02631987670398203,0.016081050405610448,0.0077418429887337065,0.004862546445084288,0.0,0.0065710087095733625,0.009414463387534199,0.044324440568213046,0.038768951386482835,0.6099449229997252,0.22303198289148277,0.05931828771460317,0.006941374655022043
Indiana,2012,43.25519362706814,0.04906386223878137,0.11887156138213616,0.10799255484500571,0.033340819419445944,0.027221024807489103,0.11028717488035726,0.15621738301509389,0.19907226388938257,0.13249742295524827,0.06602921835566772,28.0,30.9,58.9,27.4,83227,0.013541278671584943,0.06650486020161726,0.0018022997344611725,0.05737320821368066,0.16527088565008952,0.9778317132661276,0.01570403835293835,0.8777560166772802,0.04672762444879666,0.06161462025544595,0.008891345356675117,0.6922633280065363,0.3073882273781345,0.5680728609705985,0.4319271390294015,0.01230369952058827,0.027346894637557524,0.27295228711836306,0.38368558280365744,0.1401348120201377,0.06729787208478018,0.040143222752231845,0.02583296286061014,0.017193939466759584,0.007785934852872265,0.004361565357396038,0.0,0.005875497134343422,0.008530885409782883,0.04374782222115419,0.03736768116116164,0.6172756437213885,0.21985653694113688,0.059379768584714096,0.006440217717807923
Indiana,2013,42.11691656037159,0.04779998180939914,0.12175232693459129,0.10637869809933932,0.0340279935992225,0.03012874510243783,0.10841742736695552,0.15152400918271816,0.19730325949213515,0.13380729597361013,0.06904554302960922,29.6,32.6,62.2,33.1,83102,0.014391952058915549,0.06165916584438401,0.001997545185434767,0.05307934827079974,0.15679526365189767,0.9767755288681379,0.0165579649105918,0.8761040648841183,0.04518543476691295,0.06375297826767105,0.009157421000697937,0.6949291232461312,0.30485427546870114,0.5670741979735746,0.43292580202642533,0.012322206445091573,0.025209982912565283,0.26564944285336095,0.38552622078891,0.14307718225794808,0.06957714615773387,0.040757141825708165,0.026509590623571035,0.01777333878847681,0.008399316502611248,0.003983056966137999,0.0,0.006630406007075642,0.009025053548651055,0.04203268272725085,0.0378931914996029,0.6172534957040745,0.21936896825587832,0.058771148708815675,0.007857813289692185
Indiana,2014,45.195052331113224,0.04576671684707463,0.12568095766773074,0.10189107472554058,0.03723385199987213,0.03265705179848649,0.10642417925634788,0.1510938456093803,0.20462393369310505,0.13402570622725957,0.060931363579626446,29.2,33.0,62.2,28.1,84080,0.014545670789724073,0.06204804947668887,0.0017483349191246432,0.05824215033301618,0.15071360608943862,0.9766650808753568,0.016472407231208373,0.8762725975261656,0.04646764985727878,0.06078734538534729,0.00952664129400571,0.696907706945766,0.3028544243577545,0.5669719314938154,0.4330280685061846,0.01480732635585157,0.03472882968601332,0.34072312083729783,0.3403068506184586,0.11993339676498573,0.06254757373929591,0.036001427212178874,0.0262488106565176,0.016222645099904853,0.0058039961941008565,0.0025689819219790674,0.0,0.005994291151284491,0.00914605137963844,0.043470504281636534,0.03777354900095147,0.6148311132254995,0.21642483349191247,0.06360608943862987,0.008016175071360609
Indiana,2015,54.735840076154204,0.042916350888971604,0.13324420020743633,0.09922237006561983,0.040978602284105756,0.038066293776718316,0.10548629978583705,0.14859291808059266,0.19752287212813133,0.13596431941605203,0.058076883407080636,29.8,30.7,60.5,31.0,84040,0.014671584959543075,0.06410042836744408,0.0018324607329842932,0.06237505949547834,0.14295573536411232,0.9752855782960494,0.017622560685387912,0.8706806282722513,0.04869109947643979,0.0628034269395526,0.00981675392670157,0.7039148024750119,0.2959662065683008,0.5674797715373632,0.4325202284626368,0.01283912422655878,0.03729176582579724,0.34096858638743455,0.35464064731080436,0.11549262256068539,0.058186577820085676,0.03384102808186578,0.023048548310328414,0.015909090909090907,0.005473584007615421,0.0022370299857210852,0.0,0.006139933365064255,0.009424083769633508,0.042027605901951454,0.03783912422655878,0.6189671584959543,0.21598048548310328,0.06256544502617802,0.00635411708710138
Indiana,2016,60.174988867627064,0.04150786858122364,0.1385285121336598,0.09433031432206548,0.04744639645760868,0.03979579754267264,0.09829833934513124,0.1424908154191292,0.2018870608467059,0.1382344783960698,0.05840288820598891,30.4,32.6,63.0,28.5,83091,0.015296482170150798,0.07076578690832942,0.0018533896571229134,0.06799773742041858,0.1349363950367669,0.9747024346800496,0.01645184195640924,0.863366670277166,0.05280957023022951,0.06437520309058743,0.011204582927152158,0.7017607201742667,0.29801061486803626,0.5733833989240712,0.4266166010759288,0.013575477488536665,0.035214403485335354,0.3308541237919871,0.37017246151809463,0.1137547989553622,0.056552454537795914,0.03132709920448665,0.02392557557376852,0.016620331925238593,0.005584238966915791,0.0022986845747433537,0.0,0.006884018726456536,0.009567823229952702,0.04322971200250328,0.0395951426748986,0.6198505253276528,0.2113225259053327,0.06253384843123803,0.006318373831100841
