State,Year,Births,ChronicHypertensionBirths,DiabetesBirths,EnclampsiaBirths,Pregnancy-AssociatedHypertensionBirths,TobaccoUseBirths,HospitalBirths,BirthCenterBirths,ResidenceBirths,MD_Delivery,DO_Delivery,CNM_Delivery,OtherMidwife_Delivery,Other_Delivery_Attendant,Vaginal_Delivery,Cesarean_Delivery,Married,Unmarried,NoPrenatalCare,1stMonthInitialCare,2ndMonthInitialCare,3rdMonthInitialCare,4thMonthInitialCare,5thMonthInitialCare,6thMonthInitialCare,7thMonthInitialCare,8thMonthInitialCare,9thMonthInitialCare,UnknownInitialCare,NotReportedInitialCare,Under20Weeks,20-27Weeks,28-31Weeks,32-35Weeks,36Weeks,37-39Weeks,40Weeks,41Weeks,42PlusWeeks
Michigan,2018,110032,2072,7421,81,8616,11523,108403,84,1487,77025,22201,9115,995,689,74641,35365,65136,44882,1445,8305,42289,34916,9492,4315,2698,2027,1233,445,2857,0,63,671,952,5069,4284,67027,23295,8227,395
Michigan,2019,107886,2291,7583,77,9541,11113,106215,93,1534,75160,21627,9525,804,760,73345,34512,63667,44205,1531,8158,41628,34337,8744,4145,2698,2005,1539,513,2582,0,58,749,990,5064,4209,67445,22092,6904,326
Michigan,2020,104074,2599,8252,352,8644,10115,101949,82,1972,71041,21833,10150,383,636,70280,33772,61147,42916,1679,6222,41312,34169,8867,4140,2505,1894,1397,484,1397,0,61,674,969,4805,4130,66253,20739,6073,329
Michigan,2021,104980,2764,9122,553,9184,8625,102609,91,2225,69560,22536,10336,1720,813,70010,34846,62643,42323,1958,4954,39921,37408,9154,4155,2435,1897,1309,464,1317,0,66,702,993,5126,4233,68403,19682,5355,337
Michigan,2022,102321,2749,8393,315,9754,6685,99883,396,2032,67118,21739,10842,1903,698,68384,33903,62004,40306,2135,5796,38809,35017,8879,3937,2469,1993,1379,527,1376,0,50,629,969,4839,4177,66610,19280,5378,337
Michigan,2023,99124,2865,8511,194,10029,5181,96669,403,2024,63032,22227,11245,1893,706,66133,32924,60800,38311,2791,5422,37908,33000,8084,3697,2264,1829,1328,452,2345,0,33,622,859,4675,4023,65130,18403,5016,321
Missouri,2010,76759,1181,4396,821,3366,14329,75690,59,859,63232,10134,2557,429,407,52108,24449,45923,30836,736,3541,29901,22880,7615,3752,2142,1196,830,343,3771,0,46,475,731,3397,3006,48544,16148,3763,292
Missouri,2011,76117,1234,4360,331,3831,13799,74912,61,989,62552,10120,2472,577,396,51855,23775,45609,30508,791,3236,28662,23236,7662,3777,2180,1292,818,351,4063,0,40,447,707,3161,2914,48323,15916,3805,275
Missouri,2012,75446,1417,4510,409,4166,13520,74023,136,1151,61589,10286,2329,835,406,51126,23851,45143,30303,723,3168,27960,22946,7550,3880,2212,1373,905,400,4292,0,38,494,710,3175,3006,48108,15577,3676,289
Missouri,2013,75296,1414,4346,324,4325,13162,73791,297,1094,61283,10361,2489,776,387,51672,23331,44924,30372,817,3002,27946,23083,7590,3883,2271,1511,1023,528,3562,0,31,471,656,3258,2779,47576,16019,3811,301
Missouri,2014,75360,1388,4496,319,4608,12475,73711,382,1143,60281,11242,2552,781,502,52482,22635,45068,30292,913,4640,32298,18605,6685,3776,2353,1657,1057,391,2970,0,34,464,659,3357,2832,47708,15878,4040,297
Missouri,2015,75061,1580,4748,383,5264,11810,73416,367,1131,59583,11540,2519,805,613,52211,22739,44716,30345,788,3837,31346,20328,6639,3812,2270,1532,980,385,3130,0,30,491,725,3346,2912,47489,15789,3898,282
Missouri,2016,74705,1706,5186,493,5502,11294,72969,295,1179,58931,11414,2956,889,514,52109,22520,44952,29753,906,2534,29711,22561,6493,3412,2116,1505,1040,329,4088,0,33,488,684,3412,2967,47514,15397,3814,277
Missouri,2017,73034,1960,5531,515,5815,10457,71312,268,1164,56683,11838,3231,858,422,50895,21920,43866,29156,943,2044,28260,22293,6695,3510,2010,1550,1004,367,4355,0,24,486,703,3424,3065,46761,14653,3570,262
Missouri,2018,73269,2045,5749,417,5993,9985,71457,275,1183,56484,12033,3456,935,360,51194,21906,43748,29511,1210,1972,28169,22220,6811,3557,2256,1620,1166,457,3823,0,27,437,720,3546,3119,48395,13688,3031,235
Missouri,2019,72127,2264,6055,463,6256,9144,70422,240,1071,55077,12165,3675,923,282,50370,21646,42995,29122,1657,1768,28411,22542,6417,3467,2183,1596,1181,534,2359,0,23,466,700,3484,3159,48994,12430,2553,223
Missouri,2020,69285,2383,6684,415,6363,8219,67274,272,1309,51816,12039,3918,1190,321,48971,20258,40767,28505,1425,1551,27059,22058,6605,3302,2035,1448,987,461,2344,0,33,430,598,3381,3157,48598,10789,2016,205
Missouri,2021,69453,2576,6964,411,6965,6879,67252,247,1403,51088,12926,3718,1241,478,48370,20912,41742,27702,1433,1523,26975,23902,6185,2924,1758,1276,1010,435,2025,0,20,425,625,3527,3224,49058,10372,1904,207
Missouri,2022,68985,2656,6635,495,7746,5441,66768,197,1421,50154,13049,4056,1247,479,47964,20960,41996,26982,1522,1492,25710,24217,6503,3201,1915,1452,1055,523,1389,0,20,447,645,3506,3174,48273,10555,2058,236
Missouri,2023,67123,2743,6595,599,7752,4443,64832,150,1692,48355,12622,4271,1447,424,46805,20264,40836,26284,1648,1163,23190,25675,6762,3081,1854,1326,1010,497,905,0,23,356,638,3402,2983,47188,10113,2124,234
New Jersey,2010,106922,1459,6206,43,3537,0,106503,21,302,88753,9857,7952,117,231,64841,41033,69092,37830,0,0,0,0,0,0,0,0,0,0,0,106922,21,738,1013,4677,3913,63553,25940,6661,358
New Jersey,2011,105883,1535,6069,56,2836,0,105409,25,336,87664,10281,7564,149,217,63752,40990,67916,37967,0,0,0,0,0,0,0,0,0,0,0,105883,21,785,1042,4760,3870,63088,25044,6865,369
New Jersey,2012,104230,1484,6920,87,2590,0,103765,25,336,86793,9811,7191,189,238,63200,39968,66585,37645,0,0,0,0,0,0,0,0,0,0,0,104230,22,743,974,4508,3866,62970,24243,6532,323
New Jersey,2013,102575,1511,6643,101,2720,0,102101,23,349,85315,9429,7437,156,226,62664,39098,66065,36510,0,0,0,0,0,0,0,0,0,0,0,102575,29,687,974,4561,3689,61540,23905,6826,316
New Jersey,2014,103305,1625,7312,104,2853,0,102796,30,381,84741,10873,7032,264,388,64161,38343,66659,36646,0,0,0,0,0,0,0,0,0,0,0,103305,25,662,974,4496,3728,61724,24096,7256,318
New Jersey,2015,103127,1705,7894,148,4007,0,102619,13,394,83636,11567,6919,173,805,64914,37874,66912,36215,0,0,0,0,0,0,0,0,0,0,0,103127,25,650,955,4660,3774,62249,23275,7182,322
New Jersey,2016,102647,1769,8557,154,4807,3952,102122,25,404,82608,11260,7593,110,977,65430,37164,67143,35504,1628,4344,38070,34653,10002,4862,2977,2203,1506,475,1919,0,24,616,955,4526,4005,62927,22414,6853,287
New Jersey,2017,101250,1752,8940,125,4828,3690,100736,18,397,80608,11712,7928,82,895,64839,36371,66894,34340,1616,3987,37792,34349,10019,4889,2900,2156,1489,534,1514,0,25,618,858,4356,3756,62386,21987,6993,251
New Jersey,2018,101223,2042,9506,139,5532,3235,100614,59,443,79650,12085,8538,114,806,65849,35335,67001,34204,1682,3405,37755,35028,9848,4652,2903,2221,1538,542,1641,0,12,580,926,4375,3725,62557,21847,6963,215
New Jersey,2019,99585,2110,9400,140,6006,2740,98926,142,415,77904,11880,8916,132,728,65629,33554,66158,33414,2023,2980,37087,34721,9673,4690,2831,2215,1547,565,1246,0,18,577,886,4231,3798,62478,20755,6473,231
New Jersey,2020,97954,2263,10323,91,6576,2439,96993,299,562,76470,11533,9115,179,630,65359,32551,64710,33233,1490,2852,36796,34809,9452,4527,2816,2048,1417,538,1203,0,17,516,816,4126,3666,61770,20525,6292,198
New Jersey,2021,101497,2537,11043,127,6902,1885,100399,397,591,76173,11676,9865,418,3347,68537,32942,67635,33843,1880,2571,37031,37838,9737,4361,2612,1910,1427,498,1627,0,11,501,839,4241,3721,65195,20860,5901,201
New Jersey,2022,102893,2534,10056,86,6983,1387,101648,527,605,77144,14188,10765,300,491,69049,33844,68499,34375,1770,2193,35109,40082,10505,4825,2913,2328,1626,659,881,0,22,543,784,4362,3836,65811,21169,6164,194
New Jersey,2023,101001,2593,9856,105,7077,1141,99701,626,545,73784,15382,11028,38,769,67575,33423,67125,33855,1890,1950,33918,40400,10171,4515,2840,2261,1620,618,812,0,15,500,739,4289,3825,65115,20451,5854,201
New York,2010,244375,3293,13541,258,7081,15165,241823,202,2068,209100,8934,24858,15,1410,158895,84377,142579,101796,1666,8526,78547,87617,28257,12654,7381,5405,4005,1993,8075,0,79,1667,2344,10309,8505,138529,61704,19528,1351
New York,2011,241312,3399,13729,252,7264,14450,238591,191,2130,206007,9396,24425,14,1367,157862,82425,142024,99288,1617,7761,78221,86606,29293,12520,7172,4908,3938,2040,6988,0,50,1584,2209,9962,8312,137677,60345,19551,1242
New York,2012,240916,3474,14452,277,7069,14197,238166,141,2177,204901,10321,24109,14,1425,157872,82303,142548,98368,1532,8467,78141,87217,27807,12253,6860,4798,3941,2110,7544,0,58,1608,2179,9862,8177,139765,58446,19348,1061
New York,2013,236980,3477,14325,783,7493,13261,234113,163,2212,200038,11223,23978,13,1603,155175,81117,141762,95218,1425,9247,79780,84415,25673,11137,6542,5015,4379,2183,6933,0,59,1485,2011,9571,7926,135650,58620,20097,1139
New York,2014,238773,3834,16138,727,8764,12753,235698,190,2325,200174,12237,24629,Suppressed,1579,157171,80586,144115,94658,1396,15445,97034,70258,20885,9693,5992,4839,3868,1591,7749,0,68,1419,2055,9659,7913,136658,58852,20685,1166
New York,2015,237274,3942,17947,711,14317,11739,234168,176,2331,195890,14122,25305,Suppressed,1816,156486,80032,143540,93734,1222,14638,98738,71042,19591,8922,5415,4618,3814,1542,7713,0,51,1425,2060,9139,7856,136118,58480,20765,1104
New York,2016,234283,4371,19500,742,14897,11143,231201,167,2330,192694,14576,25147,13,1731,154821,78999,144143,90140,1235,15642,99215,70216,18940,8343,5241,4823,3935,1630,5044,0,50,1324,2014,9522,8046,135834,56139,20054,1008
New York,2017,229737,4452,19773,465,13188,10348,226534,173,2339,189696,14381,23750,13,1767,151118,78082,142474,87228,1390,13727,95125,72032,18805,8270,5190,4480,3765,1566,5365,0,64,1356,1995,9467,7725,133305,54802,19656,1012
New York,2018,226238,4646,20343,602,14218,9750,222922,219,2477,187729,13928,22684,21,1752,149324,76470,141425,84767,1325,12555,94631,70640,18290,8012,4985,4329,3549,1536,6356,0,58,1247,1961,9185,7830,132054,54291,18336,942
New York,2019,221539,4864,20013,556,15221,8821,218297,264,2458,182529,13881,23260,15,1713,147692,73485,138441,83049,1690,12223,94589,69070,17116,7640,4796,4020,3558,1522,5298,0,55,1249,1908,9226,7874,133051,50924,16149,775
New York,2020,209338,5146,21059,518,16141,7763,205358,349,3030,170892,13970,22514,56,1751,138645,70304,129509,79782,1893,9469,86477,68144,17166,7866,4620,3756,2949,1187,5797,0,36,1189,1850,8727,7477,128494,46543,13970,711
New York,2021,210742,5576,21721,595,16865,6322,206768,316,2913,170724,15055,22985,142,1664,138519,71807,130377,80314,1899,8424,84757,71865,17175,7385,4702,3865,3132,1285,6234,0,39,1181,1852,9270,8048,132177,43955,13188,686
New York,2022,207774,5965,20785,611,16638,4996,203789,213,3019,166608,16644,22788,42,1549,136966,70330,129052,78686,2312,8452,80034,72402,17526,7511,4809,4180,3472,1627,5433,0,43,1124,1748,9016,7678,131297,43360,12418,687
New York,2023,203612,6034,20410,628,16307,3969,199631,188,3045,161930,16157,23656,147,1557,134309,68836,126703,76877,2319,7919,77818,71111,17332,7694,4872,4346,3766,1767,4637,0,33,1010,1707,8940,7854,129896,41673,11437,629
North Carolina,2010,122350,2234,4889,603,6349,0,121277,354,639,105997,1963,13632,121,566,83880,37677,70960,51390,0,0,0,0,0,0,0,0,0,0,0,122350,49,1004,1267,5609,4829,71710,27413,9940,481
North Carolina,2011,120389,2308,7519,345,6115,13103,119239,461,672,101688,2742,14815,124,726,83785,36583,71152,49237,1640,9338,36060,40386,15095,7219,4124,2439,1490,694,1796,0,70,1024,1245,5427,4512,71557,26302,9668,459
North Carolina,2012,119831,2344,7585,329,6169,12771,118670,540,605,101011,2723,14933,134,725,83138,36670,70661,49170,2017,9089,36266,40324,14554,7049,3901,2297,1534,697,1971,0,57,1001,1201,5376,4421,71635,26118,9479,435
North Carolina,2013,119002,2337,7501,265,6447,12303,117797,535,648,100274,2781,14977,148,751,82865,36123,69703,49299,2514,8993,35518,39933,14273,6856,4045,2494,1676,831,1712,0,73,1042,1243,5168,4274,70455,26390,9845,406
North Carolina,2014,120975,2259,7439,247,6644,11893,119756,574,624,100633,3485,16037,125,592,85228,35728,71401,49574,2234,10014,42564,36001,12557,6786,4031,2862,1804,704,1392,0,62,965,1201,5192,4361,71365,26822,10401,538
North Carolina,2015,120843,2298,7534,324,7226,11300,119505,655,659,100670,4272,14907,106,670,85379,35415,71295,49548,2692,7372,42608,38327,12970,6651,3866,2736,1856,660,1091,0,45,1053,1253,5395,4551,71421,26237,10346,488
North Carolina,2016,120779,2635,8142,474,8107,10780,119281,865,604,100547,4514,14855,87,561,85204,35549,71944,48835,1928,8292,44203,37488,12392,6726,3773,2700,1857,723,691,0,58,969,1210,5749,4556,71805,26160,9803,419
North Carolina,2017,120125,2854,8973,546,8731,10403,118286,1173,642,98944,4273,15718,164,593,84828,35271,70943,49164,2159,7177,42903,39118,12321,6457,3651,2793,1923,802,799,0,66,933,1339,5607,4646,72838,25015,9292,334
North Carolina,2018,118954,3154,9143,543,9390,9936,117201,1097,624,97354,4805,15012,427,964,83935,34982,70304,48632,2247,6325,41313,40485,12005,6323,3638,2822,1998,844,921,0,37,868,1190,5660,4585,73229,24630,8415,274
North Carolina,2019,118725,3326,8820,492,9332,8991,117112,876,716,95141,5409,15664,633,1322,84203,34483,69370,49341,2942,5251,40941,41119,11823,6065,3654,2823,2219,875,995,0,48,938,1229,5596,4835,75511,23277,7049,205
North Carolina,2020,116730,3611,9929,356,10689,7921,115021,825,852,92353,5962,16412,556,1291,81757,34932,67754,48958,3307,3508,39758,42312,11738,6022,3393,2685,1990,858,1141,0,61,863,1204,5767,4706,75425,22221,6213,231
North Carolina,2021,120466,4086,11350,366,12261,6754,118653,709,1017,94385,5897,17961,524,1312,83936,36453,71120,49330,4589,3420,40622,44892,11735,5481,3244,2596,2020,821,1029,0,36,857,1289,5809,5041,79334,22000,5799,253
North Carolina,2022,121562,4274,12096,366,13159,5425,119876,598,1067,94758,6447,17879,544,1194,84620,36656,72038,49502,5523,3771,39504,44146,12069,6111,3672,2936,2164,879,778,0,53,885,1200,5978,4890,79241,22396,6586,274
North Carolina,2023,120082,4544,12246,343,13582,4293,118364,528,1155,91914,7084,18697,752,1460,82853,36772,71136,48924,4954,3269,38687,44490,12412,6136,3414,2688,2100,814,1104,0,47,889,1182,5888,4884,79301,21780,5817,239
Ohio,2010,139128,2777,9241,942,7504,24828,137123,643,1268,109456,18553,9426,779,909,95735,42699,78225,60903,1375,5129,42769,46422,15356,7254,4416,2911,1885,870,10642,0,89,1014,1474,6241,5490,87071,29327,7527,486
Ohio,2011,137918,2930,9491,1137,7513,24018,135858,661,1287,107730,18836,9569,778,1000,94439,42845,78058,59860,1310,5202,42935,47358,15611,7106,4290,2980,2029,868,8114,0,92,1081,1386,6248,5276,87156,28569,7354,453
Ohio,2012,138483,2911,10105,1193,8150,23495,136349,582,1428,107522,19004,10039,897,1014,95504,42736,77764,60719,1545,5110,41240,48487,15659,7329,4486,3139,2192,1035,8149,0,86,1101,1549,6304,5398,87376,28576,7273,412
Ohio,2013,138936,3283,10655,1120,8722,23030,136733,609,1500,107814,19563,9444,1021,1087,95753,43130,78158,60778,1846,4448,41108,49285,16272,7699,4828,3201,2222,1113,6738,0,104,1085,1348,6353,5369,88211,28048,7345,492
Ohio,2014,139467,3618,10770,922,9414,22594,137261,613,1487,107692,19967,9727,1022,1052,96857,42598,78847,60620,2589,4860,53391,43514,13851,7207,4458,3511,2426,1006,2627,0,83,970,1467,6445,5337,89191,27775,7684,410
Ohio,2015,139264,3805,11210,404,9919,21150,136993,707,1471,105775,20897,10345,1070,1168,96885,42333,78939,60325,2203,4558,53900,44488,13495,6891,4403,3439,2393,908,2568,0,73,944,1376,6377,5530,88722,27989,7735,423
Ohio,2016,138085,4195,11645,357,11147,19764,135808,695,1498,103092,22263,10594,1062,1059,95520,42513,78765,59320,2088,3321,52360,46993,13621,6842,4280,3429,2326,914,1896,0,78,1044,1363,6338,5565,88256,27246,7689,388
Ohio,2017,136832,4317,12001,454,11752,18917,134541,716,1482,100250,23229,11134,1365,838,95397,41376,77724,59091,2042,2602,52144,47563,13309,6867,4212,3258,2341,938,1546,0,80,969,1400,6217,5502,88166,26735,7351,324
Ohio,2018,135134,4434,12334,279,12665,17760,132739,756,1529,98361,23066,11498,1388,809,93528,41558,76788,58331,2002,2753,52207,47599,12738,6454,3987,3157,2172,818,1230,0,74,881,1307,6117,5466,88193,25893,6780,337
Ohio,2019,134461,4679,12564,296,13696,15906,132050,694,1599,96884,23443,11863,1452,810,92765,41636,75850,58595,2055,2716,51985,48108,12653,6316,3768,2975,2091,817,958,0,85,924,1404,6383,5324,90037,24414,5478,309
Ohio,2020,129191,4830,13193,274,14391,14809,126455,782,1854,92077,23060,11549,1541,952,88671,40447,72905,56278,1885,2471,50012,46777,12130,6060,3536,2667,1873,708,1060,0,70,807,1187,5992,5255,88122,22330,5038,296
Ohio,2021,129791,5402,13754,305,15490,12216,126602,967,2099,92418,22453,12083,1694,1122,88914,40802,74543,55237,2093,2191,51014,48020,11521,5654,3239,2547,1733,702,1065,0,74,847,1327,6191,5298,89613,21379,4627,334
Ohio,2022,128231,5877,13299,297,16030,10032,124960,896,2244,89715,22786,12625,1825,1247,87933,40225,73922,54298,2125,2092,49063,47749,11760,5555,3502,2710,1901,756,1008,0,69,833,1256,6332,5396,88155,21098,4677,323
Ohio,2023,126896,6200,13344,325,17088,8246,123604,891,2289,86308,23257,14253,2110,943,86948,39859,73094,53790,2187,1916,48098,47327,11942,5664,3411,2761,1964,784,827,0,79,866,1252,6065,5303,88079,20284,4542,348
Oklahoma,2010,53238,843,2353,380,2103,8330,52872,16,310,39405,10883,2495,209,244,34775,18453,31006,22232,886,1912,13744,17514,7530,3688,2170,1525,1091,477,2625,0,32,365,513,2544,2465,36521,8845,1580,152
Oklahoma,2011,52272,967,2436,264,2071,7703,51856,16,361,38179,11395,2266,188,243,34392,17876,30426,21846,926,1832,14027,17137,7009,3405,2080,1426,1123,532,2695,0,14,355,499,2511,2260,35640,9077,1623,142
Oklahoma,2012,52751,892,2517,273,2441,7378,52301,29,383,37703,12566,2017,205,257,34929,17814,30452,22299,1054,1880,14663,17737,6495,3156,1995,1312,1020,509,2851,0,26,395,432,2427,2430,36112,8932,1655,146
Oklahoma,2013,53369,802,2602,216,2357,7056,52878,63,383,37154,13624,2157,133,299,35327,18039,30858,22511,1085,1974,14895,17544,6499,3109,1839,1305,1003,512,3535,0,30,316,492,2544,2243,36589,9197,1745,128
Oklahoma,2014,53339,966,2792,298,2666,6925,52687,78,532,35852,14477,2477,274,256,35681,17651,30827,22512,984,2711,18872,15815,5390,2868,1806,1505,1046,350,1987,0,21,373,490,2398,2210,36546,9213,1893,140
Oklahoma,2015,53122,1072,2782,349,2713,6465,52446,73,555,34877,15040,2661,245,298,35895,17227,30920,22202,816,2659,19508,16552,5329,2699,1677,1353,979,353,1193,0,24,315,481,2400,2265,36598,9043,1821,135
Oklahoma,2016,52592,1114,2954,287,3029,6162,51874,98,571,34272,15294,2389,244,390,35775,16816,30367,22225,946,2152,18857,16402,5571,2864,1781,1362,1066,400,1187,0,20,330,446,2472,2329,36423,8626,1764,145
Oklahoma,2017,50214,1250,3041,332,3063,5614,49507,112,543,32630,14737,2013,356,477,34058,16156,29102,21105,929,2027,19120,15242,5118,2557,1542,1273,921,314,1168,0,25,342,503,2417,2305,35000,7883,1610,102
Oklahoma,2018,49800,1385,3323,255,3486,5290,49042,185,516,32408,14719,1932,330,408,33454,16346,28780,21010,821,1880,19462,15230,4829,2453,1532,1282,883,345,1077,0,17,328,478,2537,2310,35379,7327,1306,92
Oklahoma,2019,49143,1496,3464,323,3630,4754,48408,178,505,31218,15291,1789,354,487,33359,15781,27696,21436,940,2054,19811,15123,4586,2314,1543,1173,772,293,530,0,21,307,457,2474,2387,35523,6736,1140,76
Oklahoma,2020,47623,1533,3691,343,3836,4413,46804,226,540,29612,15228,1688,488,555,32333,15290,26465,21149,893,1926,18378,15174,4528,2322,1296,1125,856,301,822,0,16,259,443,2338,2260,34807,6245,1119,101
Oklahoma,2021,48410,1603,3755,282,4009,3728,47473,268,614,29401,15926,1841,528,685,32677,15715,26958,21443,944,1944,19572,15697,4291,2067,1271,1050,710,238,625,0,13,327,513,2550,2369,35309,6185,1021,72
Oklahoma,2022,48332,1572,3727,231,4263,3165,47276,333,670,29212,15887,2026,462,723,32631,15673,27142,21173,1094,1964,18362,16406,4483,2073,1323,1016,755,275,578,0,31,286,478,2463,2204,35041,6576,1111,85
Oklahoma,2023,47909,1608,3726,248,4138,2618,46791,390,624,28681,15960,1905,411,945,32048,15846,26444,21456,866,1706,17265,17123,4847,2255,1291,980,708,257,609,0,29,282,452,2353,2163,34940,6376,1177,83
Pennsylvania,2010,143321,2298,7826,0,6513,22111,139138,1679,2452,111254,15360,13922,1814,875,98265,44930,83832,59489,2280,2714,39926,55275,16365,7832,5004,3544,2436,1033,6822,0,82,1015,1452,6292,5219,82069,34151,11289,605
Pennsylvania,2011,143178,2470,8074,0,6672,21272,138924,1454,2708,110499,15525,14165,1858,959,98129,44918,83417,59761,1997,2431,40852,55378,15998,8010,5030,3379,2451,1080,6472,0,72,977,1411,6106,5009,82428,34143,11280,627
Pennsylvania,2012,142514,2425,8539,0,6822,20560,138057,1670,2569,108783,15502,15046,2130,1012,97417,44870,82808,59706,1818,3007,41591,54279,15597,7784,4918,3371,2355,1015,6681,0,85,1056,1401,5981,4884,82837,33287,11215,595
Pennsylvania,2013,140921,2435,8433,0,7031,19499,136372,1672,2537,106632,15051,16075,2107,1049,96674,44072,82318,58603,2068,3193,41769,52219,15138,7480,4544,3331,2436,1126,7490,0,76,944,1375,5874,4797,81194,33297,11624,594
Pennsylvania,2014,142268,2519,8843,0,7018,18939,137671,1759,2472,103708,17676,15609,3895,1365,98930,43299,83885,58383,2431,3565,53542,45915,13010,6841,4517,3387,2377,770,5903,0,80,908,1299,6094,4910,83033,32917,12228,582
Pennsylvania,2015,141047,2614,8641,0,7197,17295,136283,1666,2542,101234,18549,15620,4227,1396,98596,42421,82966,58081,2164,3467,52064,46383,12936,6997,4498,3483,2498,822,5723,0,89,877,1291,6167,4800,82733,32325,11915,603
Pennsylvania,2016,139409,2630,8637,826,7689,15875,134607,1661,2641,99645,18450,18232,1942,1118,97818,41560,82729,56680,2090,4044,54561,46087,12104,6346,3850,3135,2275,914,3980,0,70,904,1258,5761,4969,82654,31310,11740,509
Pennsylvania,2017,137745,2830,9180,833,8552,15026,132880,1711,2611,98423,18710,17423,1973,1198,95657,42051,81285,56451,2189,4171,53066,45958,11814,6281,3933,3123,2406,1140,3630,0,73,911,1315,5759,4911,82271,30319,11495,473
Pennsylvania,2018,135673,2988,9850,908,9149,13874,130727,1722,2638,95900,18936,17670,2056,1088,94789,40845,80340,55324,2324,4246,51106,46493,11075,6194,3941,2967,2221,858,4226,0,65,830,1229,5678,5113,82059,29252,10770,446
Pennsylvania,2019,134230,3090,10090,1332,10342,12446,129314,1701,2606,94126,17826,19132,2135,981,93677,40530,79366,54854,2669,5743,51294,44145,10613,5673,3666,2952,2376,912,4163,0,77,855,1233,5961,5193,83566,27467,9278,389
Pennsylvania,2020,130693,3943,11127,1039,10553,11114,125412,1662,2873,89808,16510,20505,2692,1148,90735,39925,77174,53504,2263,4275,48460,45000,10740,5911,3582,2768,2220,900,4563,0,68,767,1056,5546,5049,83547,26117,7976,331
Pennsylvania,2021,132622,4235,13044,1027,12448,9530,126869,1552,3250,88809,18118,20292,3347,2030,91689,40880,79943,52666,2749,2130,48419,48856,10849,5700,3351,2720,2114,832,4883,0,47,765,1151,5878,5165,85538,25945,7589,341
Pennsylvania,2022,130252,4511,13003,511,13859,7827,124348,1227,3840,83846,19467,21441,2418,3030,89680,40442,79520,50715,2658,1997,47730,48352,10922,5759,3470,2783,2244,980,3342,0,72,771,1122,5735,4813,84061,25906,7144,416
Pennsylvania,2023,126951,4799,13427,442,15622,6491,120934,1207,4181,80377,20138,20503,3293,2608,87154,39718,77729,49205,2285,1857,45934,46969,11129,5640,3544,2913,2406,1141,3107,0,60,714,1087,5844,4606,81835,25200,7024,391
South Carolina,2010,58342,1587,3620,0,3164,6850,57717,347,260,53715,1202,2667,451,270,37887,20402,30569,27773,653,1777,19111,18464,6905,3655,2413,1691,1150,555,1909,0,14,477,689,2875,2649,38641,10662,2190,105
South Carolina,2011,57393,1563,3421,0,3036,6406,56696,430,255,53446,896,2227,564,209,37204,20169,30375,27018,626,1912,19144,18620,7172,3735,2314,1621,1226,519,414,0,19,463,683,2852,2581,38161,10376,2121,102
South Carolina,2012,57155,1431,3573,0,3297,6286,56343,511,282,52616,1173,2509,614,207,36891,20236,29753,27402,586,1782,18666,19093,7262,3679,2376,1599,1124,559,348,0,17,459,665,2854,2447,38008,10383,2172,114
South Carolina,2013,56795,1250,3948,0,3822,6211,56001,476,307,52310,1177,2438,612,218,36890,19893,29916,26879,584,1644,18067,18877,7458,3781,2362,1667,1158,538,593,0,15,458,713,2818,2322,37540,10518,2280,103
South Carolina,2014,57627,1483,4372,0,4079,6439,56831,443,340,52981,1255,2633,452,278,37837,19778,30366,27261,642,1989,21462,17730,6357,3663,2270,1660,1153,379,319,0,17,428,677,2823,2267,37780,10805,2695,115
South Carolina,2015,58139,1600,4336,0,4024,5695,57274,502,353,52870,1363,3081,462,329,38497,19594,31096,27043,812,2013,20925,18313,6584,3624,2282,1756,1217,433,170,0,19,492,651,2888,2379,37619,11232,2720,111
South Carolina,2016,57342,1697,4380,0,4248,5231,56393,544,396,51809,1681,3035,399,355,38113,19208,31377,25965,876,1965,20530,18730,6440,3362,2081,1683,1144,411,114,0,13,464,659,2891,2368,37419,10764,2633,116
South Carolina,2017,57029,1775,4210,0,4737,4793,56065,549,406,51006,1991,3146,505,318,37890,19130,30723,26298,919,1690,21171,18818,6206,3376,1897,1438,1046,360,106,0,18,450,625,2917,2386,37877,10333,2314,83
South Carolina,2018,56669,1950,4395,0,4945,4649,55732,529,393,50647,2326,2871,431,319,37667,18994,30508,26157,1202,1728,22474,17819,5522,3080,1883,1424,1015,410,111,0,19,447,617,2876,2467,38319,9706,2096,100
South Carolina,2019,57038,2031,4320,0,4935,4213,56224,443,361,51353,2011,2922,417,273,38070,18955,30419,26614,1032,2192,23397,17528,5197,3061,1796,1368,955,338,170,0,28,439,677,2969,2426,39799,8955,1655,73
South Carolina,2020,55704,2364,4971,0,5098,3639,54771,340,577,50178,1795,2849,552,294,37059,18633,29716,25976,1142,1574,23260,17460,4834,2853,1751,1362,963,370,132,0,19,427,585,2936,2609,39444,8083,1502,81
South Carolina,2021,57185,2268,4887,0,5345,3042,56064,346,743,50963,1757,3448,644,349,38017,19160,31298,25876,1910,1304,22892,18118,5208,2806,1736,1527,1157,421,101,0,22,457,652,3066,2706,40418,8229,1515,96
South Carolina,2022,57820,2763,5385,122,5822,2463,56506,356,918,50841,2305,3429,855,383,38946,18859,31775,26036,1143,1302,22786,18936,5583,2941,1822,1545,1195,457,105,0,24,470,593,2982,2644,40992,8426,1563,106
