"Notes"	"Census Division"	"Census Division Code"	"Year"	"Year Code"	"OE Gestational Age 10"	"OE Gestational Age 10 Code"	Births
	"Division 4: West North Central"	"CENS-D4"	"2018"	"2018"	"Unknown or Not Stated"	"10"	162
"Total"	"Division 4: West North Central"	"CENS-D4"	"2018"	"2018"			262676
	"Division 4: West North Central"	"CENS-D4"	"2019"	"2019"	"Under 20 weeks"	"01"	70
	"Division 4: West North Central"	"CENS-D4"	"2019"	"2019"	"20 - 27 weeks"	"02"	1455
	"Division 4: West North Central"	"CENS-D4"	"2019"	"2019"	"28 - 31 weeks"	"03"	2317
	"Division 4: West North Central"	"CENS-D4"	"2019"	"2019"	"32 - 35 weeks"	"04"	11340
	"Division 4: West North Central"	"CENS-D4"	"2019"	"2019"	"36 weeks"	"05"	10582
	"Division 4: West North Central"	"CENS-D4"	"2019"	"2019"	"37 - 39 weeks"	"06"	169520
	"Division 4: West North Central"	"CENS-D4"	"2019"	"2019"	"40 weeks"	"07"	48590
	"Division 4: West North Central"	"CENS-D4"	"2019"	"2019"	"41 weeks"	"08"	12953
	"Division 4: West North Central"	"CENS-D4"	"2019"	"2019"	"42 weeks or more"	"09"	844
	"Division 4: West North Central"	"CENS-D4"	"2019"	"2019"	"Unknown or Not Stated"	"10"	185
"Total"	"Division 4: West North Central"	"CENS-D4"	"2019"	"2019"			257856
	"Division 4: West North Central"	"CENS-D4"	"2020"	"2020"	"Under 20 weeks"	"01"	95
	"Division 4: West North Central"	"CENS-D4"	"2020"	"2020"	"20 - 27 weeks"	"02"	1371
	"Division 4: West North Central"	"CENS-D4"	"2020"	"2020"	"28 - 31 weeks"	"03"	2018
	"Division 4: West North Central"	"CENS-D4"	"2020"	"2020"	"32 - 35 weeks"	"04"	10870
	"Division 4: West North Central"	"CENS-D4"	"2020"	"2020"	"36 weeks"	"05"	10579
	"Division 4: West North Central"	"CENS-D4"	"2020"	"2020"	"37 - 39 weeks"	"06"	167302
	"Division 4: West North Central"	"CENS-D4"	"2020"	"2020"	"40 weeks"	"07"	43843
	"Division 4: West North Central"	"CENS-D4"	"2020"	"2020"	"41 weeks"	"08"	11433
	"Division 4: West North Central"	"CENS-D4"	"2020"	"2020"	"42 weeks or more"	"09"	805
	"Division 4: West North Central"	"CENS-D4"	"2020"	"2020"	"Unknown or Not Stated"	"10"	212
"Total"	"Division 4: West North Central"	"CENS-D4"	"2020"	"2020"			248528
	"Division 4: West North Central"	"CENS-D4"	"2021"	"2021"	"Under 20 weeks"	"01"	88
	"Division 4: West North Central"	"CENS-D4"	"2021"	"2021"	"20 - 27 weeks"	"02"	1361
	"Division 4: West North Central"	"CENS-D4"	"2021"	"2021"	"28 - 31 weeks"	"03"	2148
	"Division 4: West North Central"	"CENS-D4"	"2021"	"2021"	"32 - 35 weeks"	"04"	11525
	"Division 4: West North Central"	"CENS-D4"	"2021"	"2021"	"36 weeks"	"05"	10810
	"Division 4: West North Central"	"CENS-D4"	"2021"	"2021"	"37 - 39 weeks"	"06"	172244
	"Division 4: West North Central"	"CENS-D4"	"2021"	"2021"	"40 weeks"	"07"	42024
	"Division 4: West North Central"	"CENS-D4"	"2021"	"2021"	"41 weeks"	"08"	10302
	"Division 4: West North Central"	"CENS-D4"	"2021"	"2021"	"42 weeks or more"	"09"	790
	"Division 4: West North Central"	"CENS-D4"	"2021"	"2021"	"Unknown or Not Stated"	"10"	216
"Total"	"Division 4: West North Central"	"CENS-D4"	"2021"	"2021"			251508
	"Division 4: West North Central"	"CENS-D4"	"2022"	"2022"	"Under 20 weeks"	"01"	91
	"Division 4: West North Central"	"CENS-D4"	"2022"	"2022"	"20 - 27 weeks"	"02"	1325
	"Division 4: West North Central"	"CENS-D4"	"2022"	"2022"	"28 - 31 weeks"	"03"	2119
	"Division 4: West North Central"	"CENS-D4"	"2022"	"2022"	"32 - 35 weeks"	"04"	11645
	"Division 4: West North Central"	"CENS-D4"	"2022"	"2022"	"36 weeks"	"05"	10964
	"Division 4: West North Central"	"CENS-D4"	"2022"	"2022"	"37 - 39 weeks"	"06"	169868
	"Division 4: West North Central"	"CENS-D4"	"2022"	"2022"	"40 weeks"	"07"	41233
	"Division 4: West North Central"	"CENS-D4"	"2022"	"2022"	"41 weeks"	"08"	10724
	"Division 4: West North Central"	"CENS-D4"	"2022"	"2022"	"42 weeks or more"	"09"	831
	"Division 4: West North Central"	"CENS-D4"	"2022"	"2022"	"Unknown or Not Stated"	"10"	220
"Total"	"Division 4: West North Central"	"CENS-D4"	"2022"	"2022"			249020
	"Division 4: West North Central"	"CENS-D4"	"2023"	"2023"	"Under 20 weeks"	"01"	74
	"Division 4: West North Central"	"CENS-D4"	"2023"	"2023"	"20 - 27 weeks"	"02"	1284
	"Division 4: West North Central"	"CENS-D4"	"2023"	"2023"	"28 - 31 weeks"	"03"	2121
	"Division 4: West North Central"	"CENS-D4"	"2023"	"2023"	"32 - 35 weeks"	"04"	11516
	"Division 4: West North Central"	"CENS-D4"	"2023"	"2023"	"36 weeks"	"05"	10598
	"Division 4: West North Central"	"CENS-D4"	"2023"	"2023"	"37 - 39 weeks"	"06"	166791
	"Division 4: West North Central"	"CENS-D4"	"2023"	"2023"	"40 weeks"	"07"	40020
	"Division 4: West North Central"	"CENS-D4"	"2023"	"2023"	"41 weeks"	"08"	10501
	"Division 4: West North Central"	"CENS-D4"	"2023"	"2023"	"42 weeks or more"	"09"	817
	"Division 4: West North Central"	"CENS-D4"	"2023"	"2023"	"Unknown or Not Stated"	"10"	192
"Total"	"Division 4: West North Central"	"CENS-D4"	"2023"	"2023"			243914
"Total"	"Division 4: West North Central"	"CENS-D4"					3683187
	"Division 5: South Atlantic"	"CENS-D5"	"2010"	"2010"	"Under 20 weeks"	"01"	364
	"Division 5: South Atlantic"	"CENS-D5"	"2010"	"2010"	"20 - 27 weeks"	"02"	5938
	"Division 5: South Atlantic"	"CENS-D5"	"2010"	"2010"	"28 - 31 weeks"	"03"	7718
	"Division 5: South Atlantic"	"CENS-D5"	"2010"	"2010"	"32 - 35 weeks"	"04"	34597
	"Division 5: South Atlantic"	"CENS-D5"	"2010"	"2010"	"36 weeks"	"05"	30700
	"Division 5: South Atlantic"	"CENS-D5"	"2010"	"2010"	"37 - 39 weeks"	"06"	469163
	"Division 5: South Atlantic"	"CENS-D5"	"2010"	"2010"	"40 weeks"	"07"	153844
	"Division 5: South Atlantic"	"CENS-D5"	"2010"	"2010"	"41 weeks"	"08"	40944
	"Division 5: South Atlantic"	"CENS-D5"	"2010"	"2010"	"42 weeks or more"	"09"	2147
	"Division 5: South Atlantic"	"CENS-D5"	"2010"	"2010"	"Unknown or Not Stated"	"10"	1616
"Total"	"Division 5: South Atlantic"	"CENS-D5"	"2010"	"2010"			747031
	"Division 5: South Atlantic"	"CENS-D5"	"2011"	"2011"	"Under 20 weeks"	"01"	345
	"Division 5: South Atlantic"	"CENS-D5"	"2011"	"2011"	"20 - 27 weeks"	"02"	6010
	"Division 5: South Atlantic"	"CENS-D5"	"2011"	"2011"	"28 - 31 weeks"	"03"	7640
	"Division 5: South Atlantic"	"CENS-D5"	"2011"	"2011"	"32 - 35 weeks"	"04"	33689
	"Division 5: South Atlantic"	"CENS-D5"	"2011"	"2011"	"36 weeks"	"05"	29283
	"Division 5: South Atlantic"	"CENS-D5"	"2011"	"2011"	"37 - 39 weeks"	"06"	466357
	"Division 5: South Atlantic"	"CENS-D5"	"2011"	"2011"	"40 weeks"	"07"	152666
	"Division 5: South Atlantic"	"CENS-D5"	"2011"	"2011"	"41 weeks"	"08"	41046
	"Division 5: South Atlantic"	"CENS-D5"	"2011"	"2011"	"42 weeks or more"	"09"	2195
	"Division 5: South Atlantic"	"CENS-D5"	"2011"	"2011"	"Unknown or Not Stated"	"10"	1388
"Total"	"Division 5: South Atlantic"	"CENS-D5"	"2011"	"2011"			740619
	"Division 5: South Atlantic"	"CENS-D5"	"2012"	"2012"	"Under 20 weeks"	"01"	333
	"Division 5: South Atlantic"	"CENS-D5"	"2012"	"2012"	"20 - 27 weeks"	"02"	5842
	"Division 5: South Atlantic"	"CENS-D5"	"2012"	"2012"	"28 - 31 weeks"	"03"	7408
	"Division 5: South Atlantic"	"CENS-D5"	"2012"	"2012"	"32 - 35 weeks"	"04"	33483
	"Division 5: South Atlantic"	"CENS-D5"	"2012"	"2012"	"36 weeks"	"05"	28819
	"Division 5: South Atlantic"	"CENS-D5"	"2012"	"2012"	"37 - 39 weeks"	"06"	467038
	"Division 5: South Atlantic"	"CENS-D5"	"2012"	"2012"	"40 weeks"	"07"	150601
	"Division 5: South Atlantic"	"CENS-D5"	"2012"	"2012"	"41 weeks"	"08"	40801
	"Division 5: South Atlantic"	"CENS-D5"	"2012"	"2012"	"42 weeks or more"	"09"	2005
	"Division 5: South Atlantic"	"CENS-D5"	"2012"	"2012"	"Unknown or Not Stated"	"10"	1229
"Total"	"Division 5: South Atlantic"	"CENS-D5"	"2012"	"2012"			737559
	"Division 5: South Atlantic"	"CENS-D5"	"2013"	"2013"	"Under 20 weeks"	"01"	336
	"Division 5: South Atlantic"	"CENS-D5"	"2013"	"2013"	"20 - 27 weeks"	"02"	5829
	"Division 5: South Atlantic"	"CENS-D5"	"2013"	"2013"	"28 - 31 weeks"	"03"	7539
	"Division 5: South Atlantic"	"CENS-D5"	"2013"	"2013"	"32 - 35 weeks"	"04"	32862
	"Division 5: South Atlantic"	"CENS-D5"	"2013"	"2013"	"36 weeks"	"05"	27641
	"Division 5: South Atlantic"	"CENS-D5"	"2013"	"2013"	"37 - 39 weeks"	"06"	463724
	"Division 5: South Atlantic"	"CENS-D5"	"2013"	"2013"	"40 weeks"	"07"	151451
	"Division 5: South Atlantic"	"CENS-D5"	"2013"	"2013"	"41 weeks"	"08"	42207
	"Division 5: South Atlantic"	"CENS-D5"	"2013"	"2013"	"42 weeks or more"	"09"	2088
	"Division 5: South Atlantic"	"CENS-D5"	"2013"	"2013"	"Unknown or Not Stated"	"10"	1319
"Total"	"Division 5: South Atlantic"	"CENS-D5"	"2013"	"2013"			734996
	"Division 5: South Atlantic"	"CENS-D5"	"2014"	"2014"	"Under 20 weeks"	"01"	308
	"Division 5: South Atlantic"	"CENS-D5"	"2014"	"2014"	"20 - 27 weeks"	"02"	5687
	"Division 5: South Atlantic"	"CENS-D5"	"2014"	"2014"	"28 - 31 weeks"	"03"	7735
	"Division 5: South Atlantic"	"CENS-D5"	"2014"	"2014"	"32 - 35 weeks"	"04"	33224
	"Division 5: South Atlantic"	"CENS-D5"	"2014"	"2014"	"36 weeks"	"05"	28047
	"Division 5: South Atlantic"	"CENS-D5"	"2014"	"2014"	"37 - 39 weeks"	"06"	469125
	"Division 5: South Atlantic"	"CENS-D5"	"2014"	"2014"	"40 weeks"	"07"	155133
	"Division 5: South Atlantic"	"CENS-D5"	"2014"	"2014"	"41 weeks"	"08"	45497
	"Division 5: South Atlantic"	"CENS-D5"	"2014"	"2014"	"42 weeks or more"	"09"	2335
	"Division 5: South Atlantic"	"CENS-D5"	"2014"	"2014"	"Unknown or Not Stated"	"10"	451
"Total"	"Division 5: South Atlantic"	"CENS-D5"	"2014"	"2014"			747542
	"Division 5: South Atlantic"	"CENS-D5"	"2015"	"2015"	"Under 20 weeks"	"01"	310
	"Division 5: South Atlantic"	"CENS-D5"	"2015"	"2015"	"20 - 27 weeks"	"02"	6056
	"Division 5: South Atlantic"	"CENS-D5"	"2015"	"2015"	"28 - 31 weeks"	"03"	7529
	"Division 5: South Atlantic"	"CENS-D5"	"2015"	"2015"	"32 - 35 weeks"	"04"	33913
	"Division 5: South Atlantic"	"CENS-D5"	"2015"	"2015"	"36 weeks"	"05"	28699
	"Division 5: South Atlantic"	"CENS-D5"	"2015"	"2015"	"37 - 39 weeks"	"06"	472536
	"Division 5: South Atlantic"	"CENS-D5"	"2015"	"2015"	"40 weeks"	"07"	154480
	"Division 5: South Atlantic"	"CENS-D5"	"2015"	"2015"	"41 weeks"	"08"	45987
	"Division 5: South Atlantic"	"CENS-D5"	"2015"	"2015"	"42 weeks or more"	"09"	2272
	"Division 5: South Atlantic"	"CENS-D5"	"2015"	"2015"	"Unknown or Not Stated"	"10"	341
"Total"	"Division 5: South Atlantic"	"CENS-D5"	"2015"	"2015"			752123
	"Division 5: South Atlantic"	"CENS-D5"	"2016"	"2016"	"Under 20 weeks"	"01"	330
	"Division 5: South Atlantic"	"CENS-D5"	"2016"	"2016"	"20 - 27 weeks"	"02"	5747
	"Division 5: South Atlantic"	"CENS-D5"	"2016"	"2016"	"28 - 31 weeks"	"03"	7546
	"Division 5: South Atlantic"	"CENS-D5"	"2016"	"2016"	"32 - 35 weeks"	"04"	34689
	"Division 5: South Atlantic"	"CENS-D5"	"2016"	"2016"	"36 weeks"	"05"	29647
	"Division 5: South Atlantic"	"CENS-D5"	"2016"	"2016"	"37 - 39 weeks"	"06"	472894
	"Division 5: South Atlantic"	"CENS-D5"	"2016"	"2016"	"40 weeks"	"07"	150659
	"Division 5: South Atlantic"	"CENS-D5"	"2016"	"2016"	"41 weeks"	"08"	44839
	"Division 5: South Atlantic"	"CENS-D5"	"2016"	"2016"	"42 weeks or more"	"09"	2014
	"Division 5: South Atlantic"	"CENS-D5"	"2016"	"2016"	"Unknown or Not Stated"	"10"	345
"Total"	"Division 5: South Atlantic"	"CENS-D5"	"2016"	"2016"			748710
	"Division 5: South Atlantic"	"CENS-D5"	"2017"	"2017"	"Under 20 weeks"	"01"	313
	"Division 5: South Atlantic"	"CENS-D5"	"2017"	"2017"	"20 - 27 weeks"	"02"	5638
	"Division 5: South Atlantic"	"CENS-D5"	"2017"	"2017"	"28 - 31 weeks"	"03"	7827
	"Division 5: South Atlantic"	"CENS-D5"	"2017"	"2017"	"32 - 35 weeks"	"04"	34416
	"Division 5: South Atlantic"	"CENS-D5"	"2017"	"2017"	"36 weeks"	"05"	29834
	"Division 5: South Atlantic"	"CENS-D5"	"2017"	"2017"	"37 - 39 weeks"	"06"	471908
	"Division 5: South Atlantic"	"CENS-D5"	"2017"	"2017"	"40 weeks"	"07"	146015
	"Division 5: South Atlantic"	"CENS-D5"	"2017"	"2017"	"41 weeks"	"08"	43135
	"Division 5: South Atlantic"	"CENS-D5"	"2017"	"2017"	"42 weeks or more"	"09"	1682
	"Division 5: South Atlantic"	"CENS-D5"	"2017"	"2017"	"Unknown or Not Stated"	"10"	381
"Total"	"Division 5: South Atlantic"	"CENS-D5"	"2017"	"2017"			741149
	"Division 5: South Atlantic"	"CENS-D5"	"2018"	"2018"	"Under 20 weeks"	"01"	267
	"Division 5: South Atlantic"	"CENS-D5"	"2018"	"2018"	"20 - 27 weeks"	"02"	5530
	"Division 5: South Atlantic"	"CENS-D5"	"2018"	"2018"	"28 - 31 weeks"	"03"	7311
	"Division 5: South Atlantic"	"CENS-D5"	"2018"	"2018"	"32 - 35 weeks"	"04"	34204
	"Division 5: South Atlantic"	"CENS-D5"	"2018"	"2018"	"36 weeks"	"05"	29399
	"Division 5: South Atlantic"	"CENS-D5"	"2018"	"2018"	"37 - 39 weeks"	"06"	472011
	"Division 5: South Atlantic"	"CENS-D5"	"2018"	"2018"	"40 weeks"	"07"	141037
	"Division 5: South Atlantic"	"CENS-D5"	"2018"	"2018"	"41 weeks"	"08"	40668
	"Division 5: South Atlantic"	"CENS-D5"	"2018"	"2018"	"42 weeks or more"	"09"	1578
	"Division 5: South Atlantic"	"CENS-D5"	"2018"	"2018"	"Unknown or Not Stated"	"10"	336
"Total"	"Division 5: South Atlantic"	"CENS-D5"	"2018"	"2018"			732341
	"Division 5: South Atlantic"	"CENS-D5"	"2019"	"2019"	"Under 20 weeks"	"01"	325
	"Division 5: South Atlantic"	"CENS-D5"	"2019"	"2019"	"20 - 27 weeks"	"02"	5477
	"Division 5: South Atlantic"	"CENS-D5"	"2019"	"2019"	"28 - 31 weeks"	"03"	7365
	"Division 5: South Atlantic"	"CENS-D5"	"2019"	"2019"	"32 - 35 weeks"	"04"	34844
	"Division 5: South Atlantic"	"CENS-D5"	"2019"	"2019"	"36 weeks"	"05"	30490
	"Division 5: South Atlantic"	"CENS-D5"	"2019"	"2019"	"37 - 39 weeks"	"06"	478655
	"Division 5: South Atlantic"	"CENS-D5"	"2019"	"2019"	"40 weeks"	"07"	133612
	"Division 5: South Atlantic"	"CENS-D5"	"2019"	"2019"	"41 weeks"	"08"	35103
	"Division 5: South Atlantic"	"CENS-D5"	"2019"	"2019"	"42 weeks or more"	"09"	1371
	"Division 5: South Atlantic"	"CENS-D5"	"2019"	"2019"	"Unknown or Not Stated"	"10"	278
"Total"	"Division 5: South Atlantic"	"CENS-D5"	"2019"	"2019"			727520
	"Division 5: South Atlantic"	"CENS-D5"	"2020"	"2020"	"Under 20 weeks"	"01"	294
	"Division 5: South Atlantic"	"CENS-D5"	"2020"	"2020"	"20 - 27 weeks"	"02"	5152
	"Division 5: South Atlantic"	"CENS-D5"	"2020"	"2020"	"28 - 31 weeks"	"03"	6815
	"Division 5: South Atlantic"	"CENS-D5"	"2020"	"2020"	"32 - 35 weeks"	"04"	33399
	"Division 5: South Atlantic"	"CENS-D5"	"2020"	"2020"	"36 weeks"	"05"	29495
	"Division 5: South Atlantic"	"CENS-D5"	"2020"	"2020"	"37 - 39 weeks"	"06"	469001
	"Division 5: South Atlantic"	"CENS-D5"	"2020"	"2020"	"40 weeks"	"07"	126453
	"Division 5: South Atlantic"	"CENS-D5"	"2020"	"2020"	"41 weeks"	"08"	32247
	"Division 5: South Atlantic"	"CENS-D5"	"2020"	"2020"	"42 weeks or more"	"09"	1336
	"Division 5: South Atlantic"	"CENS-D5"	"2020"	"2020"	"Unknown or Not Stated"	"10"	278
"Total"	"Division 5: South Atlantic"	"CENS-D5"	"2020"	"2020"			704470
	"Division 5: South Atlantic"	"CENS-D5"	"2021"	"2021"	"Under 20 weeks"	"01"	255
	"Division 5: South Atlantic"	"CENS-D5"	"2021"	"2021"	"20 - 27 weeks"	"02"	5224
	"Division 5: South Atlantic"	"CENS-D5"	"2021"	"2021"	"28 - 31 weeks"	"03"	7376
	"Division 5: South Atlantic"	"CENS-D5"	"2021"	"2021"	"32 - 35 weeks"	"04"	35429
	"Division 5: South Atlantic"	"CENS-D5"	"2021"	"2021"	"36 weeks"	"05"	30907
	"Division 5: South Atlantic"	"CENS-D5"	"2021"	"2021"	"37 - 39 weeks"	"06"	481811
	"Division 5: South Atlantic"	"CENS-D5"	"2021"	"2021"	"40 weeks"	"07"	124288
	"Division 5: South Atlantic"	"CENS-D5"	"2021"	"2021"	"41 weeks"	"08"	31245
	"Division 5: South Atlantic"	"CENS-D5"	"2021"	"2021"	"42 weeks or more"	"09"	1444
	"Division 5: South Atlantic"	"CENS-D5"	"2021"	"2021"	"Unknown or Not Stated"	"10"	455
"Total"	"Division 5: South Atlantic"	"CENS-D5"	"2021"	"2021"			718434
	"Division 5: South Atlantic"	"CENS-D5"	"2022"	"2022"	"Under 20 weeks"	"01"	252
	"Division 5: South Atlantic"	"CENS-D5"	"2022"	"2022"	"20 - 27 weeks"	"02"	5469
	"Division 5: South Atlantic"	"CENS-D5"	"2022"	"2022"	"28 - 31 weeks"	"03"	7109
	"Division 5: South Atlantic"	"CENS-D5"	"2022"	"2022"	"32 - 35 weeks"	"04"	35536
	"Division 5: South Atlantic"	"CENS-D5"	"2022"	"2022"	"36 weeks"	"05"	30519
	"Division 5: South Atlantic"	"CENS-D5"	"2022"	"2022"	"37 - 39 weeks"	"06"	486347
	"Division 5: South Atlantic"	"CENS-D5"	"2022"	"2022"	"40 weeks"	"07"	129453
	"Division 5: South Atlantic"	"CENS-D5"	"2022"	"2022"	"41 weeks"	"08"	33508
	"Division 5: South Atlantic"	"CENS-D5"	"2022"	"2022"	"42 weeks or more"	"09"	1653
	"Division 5: South Atlantic"	"CENS-D5"	"2022"	"2022"	"Unknown or Not Stated"	"10"	331
"Total"	"Division 5: South Atlantic"	"CENS-D5"	"2022"	"2022"			730177
	"Division 5: South Atlantic"	"CENS-D5"	"2023"	"2023"	"Under 20 weeks"	"01"	254
	"Division 5: South Atlantic"	"CENS-D5"	"2023"	"2023"	"20 - 27 weeks"	"02"	5299
	"Division 5: South Atlantic"	"CENS-D5"	"2023"	"2023"	"28 - 31 weeks"	"03"	7009
	"Division 5: South Atlantic"	"CENS-D5"	"2023"	"2023"	"32 - 35 weeks"	"04"	34952
	"Division 5: South Atlantic"	"CENS-D5"	"2023"	"2023"	"36 weeks"	"05"	30494
	"Division 5: South Atlantic"	"CENS-D5"	"2023"	"2023"	"37 - 39 weeks"	"06"	481533
	"Division 5: South Atlantic"	"CENS-D5"	"2023"	"2023"	"40 weeks"	"07"	124498
	"Division 5: South Atlantic"	"CENS-D5"	"2023"	"2023"	"41 weeks"	"08"	31573
	"Division 5: South Atlantic"	"CENS-D5"	"2023"	"2023"	"42 weeks or more"	"09"	1581
	"Division 5: South Atlantic"	"CENS-D5"	"2023"	"2023"	"Unknown or Not Stated"	"10"	320
"Total"	"Division 5: South Atlantic"	"CENS-D5"	"2023"	"2023"			717513
"Total"	"Division 5: South Atlantic"	"CENS-D5"					10280184
	"Division 6: East South Central"	"CENS-D6"	"2010"	"2010"	"Under 20 weeks"	"01"	81
	"Division 6: East South Central"	"CENS-D6"	"2010"	"2010"	"20 - 27 weeks"	"02"	1905
	"Division 6: East South Central"	"CENS-D6"	"2010"	"2010"	"28 - 31 weeks"	"03"	2699
	"Division 6: East South Central"	"CENS-D6"	"2010"	"2010"	"32 - 35 weeks"	"04"	12410
	"Division 6: East South Central"	"CENS-D6"	"2010"	"2010"	"36 weeks"	"05"	11422
	"Division 6: East South Central"	"CENS-D6"	"2010"	"2010"	"37 - 39 weeks"	"06"	157538
	"Division 6: East South Central"	"CENS-D6"	"2010"	"2010"	"40 weeks"	"07"	39551
	"Division 6: East South Central"	"CENS-D6"	"2010"	"2010"	"41 weeks"	"08"	8441
	"Division 6: East South Central"	"CENS-D6"	"2010"	"2010"	"42 weeks or more"	"09"	577
	"Division 6: East South Central"	"CENS-D6"	"2010"	"2010"	"Unknown or Not Stated"	"10"	741
"Total"	"Division 6: East South Central"	"CENS-D6"	"2010"	"2010"			235365
	"Division 6: East South Central"	"CENS-D6"	"2011"	"2011"	"Under 20 weeks"	"01"	82
	"Division 6: East South Central"	"CENS-D6"	"2011"	"2011"	"20 - 27 weeks"	"02"	1794
	"Division 6: East South Central"	"CENS-D6"	"2011"	"2011"	"28 - 31 weeks"	"03"	2618
	"Division 6: East South Central"	"CENS-D6"	"2011"	"2011"	"32 - 35 weeks"	"04"	12096
	"Division 6: East South Central"	"CENS-D6"	"2011"	"2011"	"36 weeks"	"05"	10784
	"Division 6: East South Central"	"CENS-D6"	"2011"	"2011"	"37 - 39 weeks"	"06"	157385
	"Division 6: East South Central"	"CENS-D6"	"2011"	"2011"	"40 weeks"	"07"	40017
	"Division 6: East South Central"	"CENS-D6"	"2011"	"2011"	"41 weeks"	"08"	8056
	"Division 6: East South Central"	"CENS-D6"	"2011"	"2011"	"42 weeks or more"	"09"	497
	"Division 6: East South Central"	"CENS-D6"	"2011"	"2011"	"Unknown or Not Stated"	"10"	843
"Total"	"Division 6: East South Central"	"CENS-D6"	"2011"	"2011"			234172
	"Division 6: East South Central"	"CENS-D6"	"2012"	"2012"	"Under 20 weeks"	"01"	94
	"Division 6: East South Central"	"CENS-D6"	"2012"	"2012"	"20 - 27 weeks"	"02"	1907
	"Division 6: East South Central"	"CENS-D6"	"2012"	"2012"	"28 - 31 weeks"	"03"	2535
	"Division 6: East South Central"	"CENS-D6"	"2012"	"2012"	"32 - 35 weeks"	"04"	12188
	"Division 6: East South Central"	"CENS-D6"	"2012"	"2012"	"36 weeks"	"05"	10695
	"Division 6: East South Central"	"CENS-D6"	"2012"	"2012"	"37 - 39 weeks"	"06"	158957
	"Division 6: East South Central"	"CENS-D6"	"2012"	"2012"	"40 weeks"	"07"	37873
	"Division 6: East South Central"	"CENS-D6"	"2012"	"2012"	"41 weeks"	"08"	7809
	"Division 6: East South Central"	"CENS-D6"	"2012"	"2012"	"42 weeks or more"	"09"	508
	"Division 6: East South Central"	"CENS-D6"	"2012"	"2012"	"Unknown or Not Stated"	"10"	680
"Total"	"Division 6: East South Central"	"CENS-D6"	"2012"	"2012"			233246
	"Division 6: East South Central"	"CENS-D6"	"2013"	"2013"	"Under 20 weeks"	"01"	91
	"Division 6: East South Central"	"CENS-D6"	"2013"	"2013"	"20 - 27 weeks"	"02"	1888
	"Division 6: East South Central"	"CENS-D6"	"2013"	"2013"	"28 - 31 weeks"	"03"	2675
	"Division 6: East South Central"	"CENS-D6"	"2013"	"2013"	"32 - 35 weeks"	"04"	11745
	"Division 6: East South Central"	"CENS-D6"	"2013"	"2013"	"36 weeks"	"05"	10488
	"Division 6: East South Central"	"CENS-D6"	"2013"	"2013"	"37 - 39 weeks"	"06"	158337
	"Division 6: East South Central"	"CENS-D6"	"2013"	"2013"	"40 weeks"	"07"	38459
	"Division 6: East South Central"	"CENS-D6"	"2013"	"2013"	"41 weeks"	"08"	7922
	"Division 6: East South Central"	"CENS-D6"	"2013"	"2013"	"42 weeks or more"	"09"	469
	"Division 6: East South Central"	"CENS-D6"	"2013"	"2013"	"Unknown or Not Stated"	"10"	405
"Total"	"Division 6: East South Central"	"CENS-D6"	"2013"	"2013"			232479
	"Division 6: East South Central"	"CENS-D6"	"2014"	"2014"	"Under 20 weeks"	"01"	83
	"Division 6: East South Central"	"CENS-D6"	"2014"	"2014"	"20 - 27 weeks"	"02"	1894
	"Division 6: East South Central"	"CENS-D6"	"2014"	"2014"	"28 - 31 weeks"	"03"	2481
	"Division 6: East South Central"	"CENS-D6"	"2014"	"2014"	"32 - 35 weeks"	"04"	11807
	"Division 6: East South Central"	"CENS-D6"	"2014"	"2014"	"36 weeks"	"05"	10474
	"Division 6: East South Central"	"CENS-D6"	"2014"	"2014"	"37 - 39 weeks"	"06"	161173
	"Division 6: East South Central"	"CENS-D6"	"2014"	"2014"	"40 weeks"	"07"	38846
	"Division 6: East South Central"	"CENS-D6"	"2014"	"2014"	"41 weeks"	"08"	8494
	"Division 6: East South Central"	"CENS-D6"	"2014"	"2014"	"42 weeks or more"	"09"	523
	"Division 6: East South Central"	"CENS-D6"	"2014"	"2014"	"Unknown or Not Stated"	"10"	155
"Total"	"Division 6: East South Central"	"CENS-D6"	"2014"	"2014"			235930
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"Under 20 weeks"	"01"	62
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"20 - 27 weeks"	"02"	1851
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"28 - 31 weeks"	"03"	2556
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"32 - 35 weeks"	"04"	11999
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"36 weeks"	"05"	10524
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"37 - 39 weeks"	"06"	160544
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"40 weeks"	"07"	38992
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"41 weeks"	"08"	8424
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"42 weeks or more"	"09"	559
	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"	"Unknown or Not Stated"	"10"	196
"Total"	"Division 6: East South Central"	"CENS-D6"	"2015"	"2015"			235707
	"Division 6: East South Central"	"CENS-D6"	"2016"	"2016"	"Under 20 weeks"	"01"	77
	"Division 6: East South Central"	"CENS-D6"	"2016"	"2016"	"20 - 27 weeks"	"02"	1869
	"Division 6: East South Central"	"CENS-D6"	"2016"	"2016"	"28 - 31 weeks"	"03"	2723
